	id	codigo_ngbe	codigo_ngbe_text	nombre_extendido	identificador_geografico	nombre_alternativo_2	nombre_alternativo_3	nombre_variante_1	nombre_variante_2	nombre_variante_3	fuente_extendido	fuente_idg	fuente_alternativo_2	fuente_alternativo_3	fuente_variante_1	fuente_variante_2	fuente_variante_3	idioma_extendido	idioma_idg	idioma_alternativo_2	idioma_alternativo_3	idioma_variante_1	idioma_variante_2	idioma_variante_3	estatus_extendido	estatus_idg	estatus_alternativo_2	estatus_alternativo_3	estatus_variante_1	estatus_variante_2	estatus_variante_3	long_etrs89_regcan95	lat_etrs89_regcan95	huso_etrs89_regcan95	x_utm_etrs89_regcan95	y_utm_etrs89_regcan95	hojamtn_25	codigo_ine	provincias_nombre	provincias_id
124049	2835014	2.1.9	Poblaciones y construcciones.Entidad singular		Santa Fe							MITMA.IGN.NGMEP																				-3.71899414299992	37.1895140670001	30.0	436185.39	4116138.14	1009c3	18175000300	Granada	18
124070	2835041	2.1.9	Poblaciones y construcciones.Entidad singular		Ventas de Huelma							MITMA.IGN.NGMEP																				-3.82031202399992	37.0689087490001	30.0	427077.09	4102831.36	1026c3	18185000200	Granada	18
124071	2835042	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva de las Torres							MITMA.IGN.NGMEP																				-3.08972074299993	37.5579224570001	30.0	492075.7	4156771.22	0971c3	18187000100	Granada	18
124312	2836965	2.1.9	Poblaciones y construcciones.Entidad singular		Fuensanta de Martos							MITMA.IGN.NGMEP																				-3.90881460399993	37.6478888400001	30.0	419827.64	4167137.12	0968c2	23034000300	Jaén	23
124315	2836968	2.1.9	Poblaciones y construcciones.Entidad singular		Fuerte del Rey							MITMA.IGN.NGMEP																				-3.88269077499996	37.8753044320001	30.0	422370.3	4192347.07	0925c4	23035000100	Jaén	23
124327	2836982	2.1.9	Poblaciones y construcciones.Entidad singular		Hinojares							MITMA.IGN.NGMEP																				-2.99829110499991	37.7158798470001	30.0	500150.61	4174292.06	0949c4	23042000300	Jaén	23
124329	2836985	2.1.9	Poblaciones y construcciones.Entidad singular		Hornos							MITMA.IGN.NGMEP																				-2.71832245199994	38.2164909520001	30.0	524657.68	4229873.08	0887c3	23043000500	Jaén	23
124347	2836071	2.1.9	Poblaciones y construcciones.Entidad singular		Trigueros							MITMA.IGN.NGMEP																				-6.83380211399992	37.3831176660001	29.0	691780.56	4139575.93	0982c3	21070000100	Huelva	21
124431	2835904	2.1.9	Poblaciones y construcciones.Entidad singular		Almonte							MITMA.IGN.NGMEP																				-6.51739410199991	37.2625120330001	29.0	720149.35	4126883.13	1001c1	21005000100	Huelva	21
124502	2835935	2.1.9	Poblaciones y construcciones.Entidad singular		Beas							MITMA.IGN.NGMEP																				-6.79211486999992	37.428711202	29.0	695353.26	4144720.7	0982c1	21011000100	Huelva	21
124513	2835977	2.1.9	Poblaciones y construcciones.Entidad singular		Chucena							MITMA.IGN.NGMEP																				-6.39251654899994	37.3626708100001	29.0	730918.27	4138295.81	0983c3	21030000100	Huelva	21
124533	2836003	2.1.9	Poblaciones y construcciones.Entidad singular		Hinojos							MITMA.IGN.NGMEP																				-6.37939402899991	37.2910766050001	29.0	732301.11	4130383.18	1001c1	21040000100	Huelva	21
124550	2836025	2.1.9	Poblaciones y construcciones.Entidad singular		Manzanilla							MITMA.IGN.NGMEP																				-6.43389833699996	37.3889159170001	29.0	727173.62	4141107.73	0983c3	21047000300	Huelva	21
124561	2836039	2.1.9	Poblaciones y construcciones.Entidad singular		Niebla							MITMA.IGN.NGMEP																				-6.67919954499996	37.3640747300001	29.0	705521.93	4137788.46	0982c4	21053000800	Huelva	21
124567	2836046	2.1.9	Poblaciones y construcciones.Entidad singular		Paterna del Campo							MITMA.IGN.NGMEP																				-6.40148871899993	37.4210814210001	29.0	729944.91	4144755.76	0983c1	21056000100	Huelva	21
124646	2836236	2.1.9	Poblaciones y construcciones.Entidad singular		Aguilar							MITMA.IGN.NGMEP																				0.0001218280000898	42.4329231610001	31.0	253238.05	4702205.8	0211c2	22066000900	Huesca	22
124710	2836385	2.1.9	Poblaciones y construcciones.Entidad singular		Aguilar							MITMA.IGN.NGMEP																				0.387696080000069	42.3187247110001	31.0	284731.06	4688469.99	0250c2	22117000200	Huesca	22
124814	2837045	2.1.9	Poblaciones y construcciones.Entidad singular		Martos							MITMA.IGN.NGMEP																				-3.96728699199991	37.7236940560001	30.0	414756.11	4175599.31	0946c4	23060000500	Jaén	23
124823	2837053	2.1.9	Poblaciones y construcciones.Entidad singular		Noalejo							MITMA.IGN.NGMEP																				-3.65521241099992	37.5294803100001	30.0	442108.17	4153813.62	0969c4	23064000200	Jaén	23
124827	2837057	2.1.9	Poblaciones y construcciones.Entidad singular		Orcera							MITMA.IGN.NGMEP																				-2.66168030499995	38.3184818160001	30.0	529574.68	4241206.33	0887c2	23065000500	Jaén	23
124829	2837059	2.1.9	Poblaciones y construcciones.Entidad singular		Hornos							MITMA.IGN.NGMEP																				-3.18847608899995	37.8867194810001	30.0	483426.87	4193263.17	0927c4	23066000100	Jaén	23
124830	2837060	2.1.9	Poblaciones y construcciones.Entidad singular		Peal de Becerro							MITMA.IGN.NGMEP																				-3.12670890099992	37.9122928890001	30.0	488862.05	4196091.37	0928c3	23066000200	Jaén	23
124834	2837064	2.1.9	Poblaciones y construcciones.Entidad singular		Pegalajar							MITMA.IGN.NGMEP																				-3.64562971699991	37.7396847250001	30.0	443115.34	4177129.31	0947c4	23067000200	Jaén	23
124836	2837066	2.1.9	Poblaciones y construcciones.Entidad singular		Porcuna							MITMA.IGN.NGMEP																				-4.18432740099996	37.8696903860001	30.0	395833.64	4192017.98	0925c3	23069000900	Jaén	23
124845	2837051	2.1.9	Poblaciones y construcciones.Entidad singular		Navas de San Juan							MITMA.IGN.NGMEP																				-3.31548997799996	38.1838974760001	30.0	472370.1	4226266.17	0885c4	23063000100	Jaén	23
124858	2836880	2.1.9	Poblaciones y construcciones.Entidad singular		Beas de Segura							MITMA.IGN.NGMEP																				-2.88732864099995	38.2506717510001	30.0	509858.47	4233634.16	0886c2	23012000200	Jaén	23
124865	2836889	2.1.9	Poblaciones y construcciones.Entidad singular		Benatae							MITMA.IGN.NGMEP																				-2.65240217299993	38.3527226890001	30.0	530371.45	4245008.67	0865c4	23016000100	Jaén	23
124875	2836899	2.1.9	Poblaciones y construcciones.Entidad singular		Cambil							MITMA.IGN.NGMEP																				-3.56457460999991	37.6776739090001	30.0	450215.48	4170203.17	0947c4	23018000200	Jaén	23
124876	2836901	2.1.9	Poblaciones y construcciones.Entidad singular		Campillo de Arenas							MITMA.IGN.NGMEP																				-3.63488763499993	37.5543216290001	30.0	443922.61	4156557.33	0969c4	23019000100	Jaén	23
124877	2836902	2.1.9	Poblaciones y construcciones.Entidad singular		Canena							MITMA.IGN.NGMEP																				-3.48461851999991	38.0502930930001	30.0	457480.74	4211505.99	0906c3	23020000100	Jaén	23
124879	2836904	2.1.9	Poblaciones y construcciones.Entidad singular		Carboneros							MITMA.IGN.NGMEP																				-3.63128606999993	38.230713698	30.0	444748.59	4231602.05	0884c4	23021000200	Jaén	23
124895	2836924	2.1.9	Poblaciones y construcciones.Entidad singular		Cazalilla							MITMA.IGN.NGMEP																				-3.88201880399993	37.9843134880001	30.0	422543.86	4204441.5	0925c2	23027000100	Jaén	23
124905	2837091	2.1.9	Poblaciones y construcciones.Entidad singular		Quesada							MITMA.IGN.NGMEP																				-3.06780933299996	37.847472957	30.0	494034.21	4188894.21	0928c3	23073001100	Jaén	23
124907	2837095	2.1.9	Poblaciones y construcciones.Entidad singular		Rus							MITMA.IGN.NGMEP																				-3.46282890199996	38.0479127360001	30.0	459391.2	4211232.14	0906c3	23074000200	Jaén	23
124908	2837096	2.1.9	Poblaciones y construcciones.Entidad singular		Sabiote							MITMA.IGN.NGMEP																				-3.30877696099992	38.068908767	30.0	472915.56	4213505.63	0906c4	23075000100	Jaén	23
124911	2837099	2.1.9	Poblaciones y construcciones.Entidad singular		Santisteban del Puerto							MITMA.IGN.NGMEP																				-3.20531968799992	38.250671373	30.0	482035.0	4233648.05	0885c2	23079001000	Jaén	23
124922	2836928	2.1.9	Poblaciones y construcciones.Entidad singular		Cazorla							MITMA.IGN.NGMEP																				-3.00128120399995	37.9122915390001	30.0	499887.37	4196083.65	0928c4	23028000500	Jaén	23
124925	2837116	2.1.9	Poblaciones y construcciones.Entidad singular		Segura de la Sierra							MITMA.IGN.NGMEP																				-2.65197628899995	38.29809613	30.0	530431.49	4238947.52	0887c2	23081001300	Jaén	23
124926	2837117	2.1.9	Poblaciones y construcciones.Entidad singular		Siles							MITMA.IGN.NGMEP																				-2.58330887199992	38.3875139230001	30.0	536391.09	4248894.09	0865c4	23082000100	Jaén	23
124929	2837121	2.1.9	Poblaciones y construcciones.Entidad singular		Sorihuela del Guadalimar							MITMA.IGN.NGMEP																				-3.05261100199994	38.241700005	30.0	495396.09	4232633.99	0886c3	23084000100	Jaén	23
124930	2837123	2.1.9	Poblaciones y construcciones.Entidad singular		Torreblascopedro							MITMA.IGN.NGMEP																				-3.64111324099991	38.0009153340001	30.0	443712.38	4206110.46	0905c4	23085000200	Jaén	23
124933	2837128	2.1.9	Poblaciones y construcciones.Entidad singular		Torredonjimeno							MITMA.IGN.NGMEP																				-3.95782618499993	37.76769977	30.0	415639.85	4180473.22	0946c2	23087000400	Jaén	23
124935	2837131	2.1.9	Poblaciones y construcciones.Entidad singular		Torreperogil							MITMA.IGN.NGMEP																				-3.28680441999995	38.0335084230001	30.0	474830.77	4209571.67	0906c4	23088000300	Jaén	23
124936	2837132	2.1.9	Poblaciones y construcciones.Entidad singular		Torres							MITMA.IGN.NGMEP																				-3.50958346099992	37.785093498	30.0	455129.53	4182093.39	0948c1	23090000100	Jaén	23
124979	2837166	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva de la Reina							MITMA.IGN.NGMEP																				-3.92010458899995	38.0054926720001	30.0	419222.45	4206823.82	0904c4	23096000500	Jaén	23
124981	2837168	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva del Arzobispo							MITMA.IGN.NGMEP																				-3.01177840999992	38.1696783940001	30.0	498968.27	4224641.52	0886c4	23097000300	Jaén	23
124982	2837169	2.1.9	Poblaciones y construcciones.Entidad singular		Villardompardo							MITMA.IGN.NGMEP																				-4.00152642399991	37.8377067340001	30.0	411874.1	4188280.99	0925c4	23098000200	Jaén	23
124985	2837172	2.1.9	Poblaciones y construcciones.Entidad singular		Villarrodrigo							MITMA.IGN.NGMEP																				-2.63738475899993	38.487670198	30.0	531624.71	4259987.57	0865c2	23101000300	Jaén	23
124988	2837197	2.1.9	Poblaciones y construcciones.Entidad singular		Marchena							MITMA.IGN.NGMEP																				-2.49829343399995	38.1882935960001	30.0	543935.76	4226825.84	0888c3	23904001900	Jaén	23
125063	2837026	2.1.9	Poblaciones y construcciones.Entidad singular		Jimena							MITMA.IGN.NGMEP																				-3.48040699999996	37.8419181850001	30.0	457731.04	4188384.46	0927c3	23052000400	Jaén	23
125065	2837028	2.1.9	Poblaciones y construcciones.Entidad singular		Larva							MITMA.IGN.NGMEP																				-3.20141457899996	37.7590955970001	30.0	482258.63	4179105.81	0948c2	23054000100	Jaén	23
125068	2837031	2.1.9	Poblaciones y construcciones.Entidad singular		Linares							MITMA.IGN.NGMEP																				-3.63500963599995	38.0921022490001	30.0	444317.37	4216224.4	0905c2	23055000500	Jaén	23
125072	2837038	2.1.9	Poblaciones y construcciones.Entidad singular		Mancha Real							MITMA.IGN.NGMEP																				-3.61181689499995	37.7863151600001	30.0	446128.36	4182282.91	0947c2	23058000100	Jaén	23
125074	2837040	2.1.9	Poblaciones y construcciones.Entidad singular		Marmolejo							MITMA.IGN.NGMEP																				-4.17077730899996	38.0451051730001	30.0	397270.13	4211466.44	0904c3	23059000100	Jaén	23
125084	2837155	2.1.9	Poblaciones y construcciones.Entidad singular		Vilches							MITMA.IGN.NGMEP																				-3.51391569799995	38.2092899350001	30.0	455007.96	4229161.39	0885c3	23094000700	Jaén	23
125088	2837162	2.1.9	Poblaciones y construcciones.Entidad singular		Villacarrillo							MITMA.IGN.NGMEP																				-3.08618075999993	38.1088874910001	30.0	492444.76	4217899.93	0907c1	23095000700	Jaén	23
125210	2836845	2.1.9	Poblaciones y construcciones.Entidad singular		Alcaudete							MITMA.IGN.NGMEP																				-4.08752427899992	37.5900880680001	30.0	403987.76	4160891.9	0968c1	23003000100	Jaén	23
125223	2836859	2.1.9	Poblaciones y construcciones.Entidad singular		Arjona							MITMA.IGN.NGMEP																				-4.05438227099995	37.935729941	30.0	407346.03	4199208.31	0925c1	23006000200	Jaén	23
125227	2836863	2.1.9	Poblaciones y construcciones.Entidad singular		Arquillos							MITMA.IGN.NGMEP																				-3.42871042799993	38.1807249390001	30.0	462452.84	4225953.96	0885c3	23008000100	Jaén	23
125230	2836866	2.1.9	Poblaciones y construcciones.Entidad singular		Baeza							MITMA.IGN.NGMEP																				-3.46929845999995	37.9901122850001	30.0	458791.2	4204821.83	0927c1	23009000200	Jaén	23
125237	2836938	2.1.9	Poblaciones y construcciones.Entidad singular		Chiclana de Segura							MITMA.IGN.NGMEP																				-3.04431119699996	38.3117066650001	30.0	496126.11	4240401.37	0886c1	23029000300	Jaén	23
125246	2836951	2.1.9	Poblaciones y construcciones.Entidad singular		Frailes							MITMA.IGN.NGMEP																				-3.83551237699993	37.4887094520001	30.0	426137.19	4149416.51	0991c1	23033000200	Jaén	23
125252	2836862	2.1.9	Poblaciones y construcciones.Entidad singular		Arjonilla							MITMA.IGN.NGMEP																				-4.10498086899992	37.973877153	30.0	402949.75	4203492.5	0925c1	23007000100	Jaén	23
125255	2836996	2.1.9	Poblaciones y construcciones.Entidad singular		Huesa							MITMA.IGN.NGMEP																				-3.07879400199994	37.7640992140001	30.0	493059.99	4179644.78	0949c1	23045000400	Jaén	23
125256	2836999	2.1.9	Poblaciones y construcciones.Entidad singular		Ibros							MITMA.IGN.NGMEP																				-3.50402767799994	38.0208740370001	30.0	455760.12	4208250.89	0906c3	23046000200	Jaén	23
125259	2837003	2.1.9	Poblaciones y construcciones.Entidad singular		Iznatoraf							MITMA.IGN.NGMEP																				-3.03289636299991	38.1566781440001	30.0	497117.94	4223199.52	0907c1	23048000300	Jaén	23
125261	2837005	2.1.9	Poblaciones y construcciones.Entidad singular		Jabalquinto							MITMA.IGN.NGMEP																				-3.72381594099994	38.0181273140001	30.0	436466.12	4208073.46	0905c3	23049000100	Jaén	23
125273	2837022	2.1.9	Poblaciones y construcciones.Entidad singular		Jamilena							MITMA.IGN.NGMEP																				-3.91119519399996	37.7493284550001	30.0	419727.09	4178393.87	0946c2	23051000100	Jaén	23
125274	2837024	2.1.9	Poblaciones y construcciones.Entidad singular		Caniles							MITMA.IGN.NGMEP																				-3.53778066099994	37.8428945430001	30.0	452683.57	4188520.31	0926c4	23052000200	Jaén	23
125403	2837588	2.1.9	Poblaciones y construcciones.Entidad singular		Aguilar							MITMA.IGN.NGMEP																				1.28167729700004	42.017883511	31.0	357730.19	4653190.03	0291c3	25044000100	Lleida	25
125667	2837883	2.1.9	Poblaciones y construcciones.Entidad singular		Santa Fe							MITMA.IGN.NGMEP																				1.36309831200009	41.6984862050001	31.0	363795.45	4617594.82	0361c4	25152000300	Lleida	25
125990	2838424	2.1.9	Poblaciones y construcciones.Entidad singular		Posadas							MITMA.IGN.NGMEP																				-3.03802496099991	42.243896453	30.0	496862.91	4676857.04	0240c3	26061000400	La Rioja	26
132745	2850209	2.1.9	Poblaciones y construcciones.Entidad singular		Almargen							MITMA.IGN.NGMEP																				-5.02111854799995	37.0020748860001	30.0	320163.33	4097011.97	1022c3	29010000100	Málaga	29
132764	2850185	2.1.9	Poblaciones y construcciones.Entidad singular		Alameda							MITMA.IGN.NGMEP																				-4.66028041999994	37.2094740000001	30.0	352675.41	4119401.44	1006c4	29001000100	Málaga	29
132771	2850366	2.1.9	Poblaciones y construcciones.Entidad singular		Mollina							MITMA.IGN.NGMEP																				-4.65777632499993	37.1259163840001	30.0	352735.53	4110126.91	1023c2	29072000300	Málaga	29
132773	2850368	2.1.9	Poblaciones y construcciones.Entidad singular		Montejaque							MITMA.IGN.NGMEP																				-5.25048841499995	36.7360846600001	30.0	299055.63	4067957.18	1050c4	29074000100	Málaga	29
132775	2850373	2.1.9	Poblaciones y construcciones.Entidad singular		Periana							MITMA.IGN.NGMEP																				-4.19042938299992	36.9266966360001	30.0	393976.54	4087402.42	1039c2	29079000600	Málaga	29
132790	2850388	2.1.9	Poblaciones y construcciones.Entidad singular		Ronda							MITMA.IGN.NGMEP																				-5.16540556599995	36.7373051100001	30.0	306656.73	4067917.38	1051c3	29084001300	Málaga	29
132797	2850396	2.1.9	Poblaciones y construcciones.Entidad singular		Sierra de Yeguas							MITMA.IGN.NGMEP																				-4.86858993499993	37.124085451	30.0	334002.71	4110271.74	1022c2	29088000200	Málaga	29
132813	2850265	2.1.9	Poblaciones y construcciones.Entidad singular		Campillos							MITMA.IGN.NGMEP																				-4.86218133099993	37.0474859400001	30.0	334405.45	4101761.75	1022c4	29032000100	Málaga	29
132821	2850244	2.1.9	Poblaciones y construcciones.Entidad singular		Arriate							MITMA.IGN.NGMEP																				-5.14007613099994	36.7977297740001	30.0	309068.59	4074570.7	1051c1	29020000100	Málaga	29
132828	2850293	2.1.9	Poblaciones y construcciones.Entidad singular		Colmenar							MITMA.IGN.NGMEP																				-4.33660882899994	36.9049072670001	30.0	380922.82	4085157.63	1039c4	29043000200	Málaga	29
132836	2850305	2.1.9	Poblaciones y construcciones.Entidad singular		Cortes de la Frontera							MITMA.IGN.NGMEP																				-5.34240635599991	36.6179204520001	30.0	290526.72	4055043.29	1064c2	29046000300	Málaga	29
132839	2850309	2.1.9	Poblaciones y construcciones.Entidad singular		Cuevas del Becerro							MITMA.IGN.NGMEP																				-5.04687647999992	36.8743287230001	30.0	317566.72	4082887.28	1037c3	29048000100	Málaga	29
132858	2850334	2.1.9	Poblaciones y construcciones.Entidad singular		Fuente de Piedra							MITMA.IGN.NGMEP																				-4.73181088799993	37.1354993310001	30.0	346177.72	4111307.59	1023c1	29055000100	Málaga	29
132863	2850339	2.1.9	Poblaciones y construcciones.Entidad singular		Humilladero							MITMA.IGN.NGMEP																				-4.70318592099994	37.1145029640001	30.0	348678.64	4108932.04	1023c1	29059000200	Málaga	29
132888	2850423	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva de Algaidas							MITMA.IGN.NGMEP																				-4.45062118799996	37.1837144840001	30.0	371236.88	4116237.99	1007c3	29095000600	Málaga	29
132889	2850424	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva del Rosario							MITMA.IGN.NGMEP																				-4.36938445299995	37.0020751970001	30.0	378157.64	4095978.97	1024c3	29096000100	Málaga	29
132890	2850425	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva del Trabuco							MITMA.IGN.NGMEP																				-4.33740195999991	37.029296806	30.0	381045.9	4098958.53	1024c4	29097000100	Málaga	29
132891	2850426	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva de Tapia							MITMA.IGN.NGMEP																				-4.33459373699992	37.1824950640001	30.0	381534.57	4115951.37	1007c4	29098000100	Málaga	29
133207	2852065	2.1.9	Poblaciones y construcciones.Entidad singular		Santa Fe							MITMA.IGN.NGMEP																				-1.24591051199991	42.7758793230001	30.0	643493.26	4737419.02	0142c2	31241001600	Navarra	31
133293	2852217	2.1.9	Poblaciones y construcciones.Entidad singular		Penaflor							MITMA.IGN.NGMEP																				-7.79052692399995	42.1544801050001	29.0	599923.8	4667636.07	0264c1	32001130300	Ourense	32
135526	2856717	2.1.9	Poblaciones y construcciones.Entidad singular		Paradas							MITMA.IGN.NGMEP																				-6.81780876999994	43.1882936150001	29.0	677325.49	4784036.51	0050c3	33001120700	Asturias	33
137994	2866741	2.1.9	Poblaciones y construcciones.Entidad singular		Antas							MITMA.IGN.NGMEP																				-8.42586648697272	42.4090056058212	29.0	547242.744209871	4695348.90949493	0186c3	36025010200	Pontevedra	36
140649	2872991	2.1.9	Poblaciones y construcciones.Entidad singular		Dos Hermanas							MITMA.IGN.NGMEP																				-5.83618105299996	38.0177009280001	30.0	251025.97	4211576.05	0899c3	41032000200	Sevilla	41
140654	2872999	2.1.9	Poblaciones y construcciones.Entidad singular		Constantina							MITMA.IGN.NGMEP																				-5.62011714499994	37.8729245900001	30.0	269544.36	4194952.07	0920c4	41033000400	Sevilla	41
140664	2873022	2.1.9	Poblaciones y construcciones.Entidad singular		Villanueva del Rey							MITMA.IGN.NGMEP																				-5.15820335099994	37.5266723860001	30.0	309292.37	4155488.89	0965c3	41039000900	Sevilla	41
140665	2873023	2.1.9	Poblaciones y construcciones.Entidad singular		Espartinas							MITMA.IGN.NGMEP																				-6.12487678599996	37.3826898740001	29.0	754557.71	4141206.34	0984c3	41040000100	Sevilla	41
140666	2873024	2.1.9	Poblaciones y construcciones.Entidad singular		Alamedilla							MITMA.IGN.NGMEP																				-4.83727843899993	37.2216805580001	30.0	336994.42	4121045.8	1006c3	41041000100	Sevilla	41
140684	2873010	2.1.9	Poblaciones y construcciones.Entidad singular		Dos Hermanas							MITMA.IGN.NGMEP																				-5.91320766399991	37.2888794560001	30.0	241748.27	4130898.99	1002c2	41038000100	Sevilla	41
140875	2873093	2.1.9	Poblaciones y construcciones.Entidad singular		Pruna							MITMA.IGN.NGMEP																				-5.22168114099992	36.9729004480001	30.0	302239.58	4094172.79	1036c2	41076000100	Sevilla	41
140996	2873084	2.1.9	Poblaciones y construcciones.Entidad singular		Pedrera							MITMA.IGN.NGMEP																				-4.89550628699993	37.2233281470001	30.0	331831.53	4121330.44	1005c4	41072000100	Sevilla	41
141002	2873069	2.1.9	Poblaciones y construcciones.Entidad singular		Montellano							MITMA.IGN.NGMEP																				-5.57080017199991	36.9954835010001	30.0	271225.41	4097460.98	1035c2	41064000100	Sevilla	41
141004	2873072	2.1.9	Poblaciones y construcciones.Entidad singular		Olivares							MITMA.IGN.NGMEP																				-6.15618782299993	37.4185175420001	29.0	751664.93	4145098.3	0984c1	41067000100	Sevilla	41
141005	2873073	2.1.9	Poblaciones y construcciones.Entidad singular		Osuna							MITMA.IGN.NGMEP																				-5.10119677599994	37.2374878030001	30.0	313615.54	4123286.79	1005c3	41068000100	Sevilla	41
141013	2873083	2.1.9	Poblaciones y construcciones.Entidad singular		Paradas							MITMA.IGN.NGMEP																				-5.49621569899995	37.289916985	30.0	278723.85	4129955.95	1004c1	41071000400	Sevilla	41
141122	2872380	2.1.9	Poblaciones y construcciones.Entidad singular		Linares							MITMA.IGN.NGMEP																				-4.58	43.25363889	30.0	371746.771940888	4790193.48698111	0056c2	39049000400	Cantabria	39
141127	2872978	2.1.9	Poblaciones y construcciones.Entidad singular		Archidona							MITMA.IGN.NGMEP																				-6.28820808099994	37.714294394	29.0	739031.47	4177577.93	0939c4	41031000300	Sevilla	41
141131	2873033	2.1.9	Poblaciones y construcciones.Entidad singular		Gerena							MITMA.IGN.NGMEP																				-6.15820282199991	37.524719163	29.0	751130.64	4156878.95	0962c3	41045000100	Sevilla	41
141132	2873034	2.1.9	Poblaciones y construcciones.Entidad singular		Gilena							MITMA.IGN.NGMEP																				-4.91680772299992	37.250122381	30.0	330001.7	4124341.43	1005c2	41046000100	Sevilla	41
141154	2873045	2.1.9	Poblaciones y construcciones.Entidad singular		Lora de Estepa							MITMA.IGN.NGMEP																				-4.82592585099991	37.270325202	30.0	338105.87	4126423.58	1006c1	41054000100	Sevilla	41
141169	2873062	2.1.9	Poblaciones y construcciones.Entidad singular		Marchena							MITMA.IGN.NGMEP																				-5.41638169399994	37.333679181	30.0	285926.07	4134628.09	0986c3	41060000500	Sevilla	41
141170	2873063	2.1.9	Poblaciones y construcciones.Entidad singular		Marinaleda							MITMA.IGN.NGMEP																				-4.95941111799993	37.371704374	30.0	326502.63	4137909.14	0987c4	41061000100	Sevilla	41
141356	2872504	2.1.9	Poblaciones y construcciones.Entidad singular		Torres							MITMA.IGN.NGMEP																				-4.06811534499991	43.3551023140001	30.0	413442.41	4800803.45	0034c3	39087000900	Cantabria	39
141386	2872964	2.1.9	Poblaciones y construcciones.Entidad singular		Carmona							MITMA.IGN.NGMEP																				-5.64947510599995	37.4699096580001	30.0	265696.85	4150299.99	0985c2	41024000100	Sevilla	41
141388	2872967	2.1.9	Poblaciones y construcciones.Entidad singular		Casariche							MITMA.IGN.NGMEP																				-4.75909350499995	37.2954713440001	30.0	344083.91	4129101.3	1006c1	41026000100	Sevilla	41
141421	2873139	2.1.9	Poblaciones y construcciones.Entidad singular		Utrera							MITMA.IGN.NGMEP																				-5.78088385399991	37.1795042950001	30.0	253124.38	4118407.81	1003c3	41095000600	Sevilla	41
141502	2872934	2.1.9	Poblaciones y construcciones.Entidad singular		Arahal							MITMA.IGN.NGMEP																				-5.54467764199995	37.262695319	30.0	274345.9	4127049.8	1003c2	41011000100	Sevilla	41
141505	2872941	2.1.9	Poblaciones y construcciones.Entidad singular		Badolatosa							MITMA.IGN.NGMEP																				-4.67370783499996	37.3062741680001	30.0	351673.83	4130162.47	1006c2	41014000100	Sevilla	41
143565	2835864	2.1.9	Poblaciones y construcciones.Entidad singular		Oria							MITMA.IGN.NGMEP							eus													-2.01788470303629	43.254295164116	30.0	579719.930759816	4789522.68051241	0064c2	20902000200	Gipuzkoa	20
143589	2820643	2.1.9	Poblaciones y construcciones.Entidad singular		Herrera							MITMA.IGN.NGMEP																				-2.88439840499996	42.6318969470001	30.0	509478.54	4719945.37	0169c2	09219000900	Burgos	9
144408	2871132	2.1.9	Poblaciones y construcciones.Entidad singular		Montellano							MITMA.IGN.NGMEP																				-5.63348377599993	40.834472695	30.0	277955.34	4523720.16	0478c4	37209000700	Salamanca	37
146251	2825207	2.1.9	Poblaciones y construcciones.Entidad singular		Torres							MITMA.IGN.NGMEP																				-8.20098804099996	43.1453245320001	29.0	564972.59	4777262.86	0070c2	15902022200	A Coruña	15
146518	2834768	2.1.9	Poblaciones y construcciones.Entidad singular		Darro							MITMA.IGN.NGMEP																				-3.29400633499995	37.3493037040001	30.0	473960.59	4133663.44	0992c4	18063000100	Granada	18
146519	2834793	2.1.9	Poblaciones y construcciones.Entidad singular		Gobernador							MITMA.IGN.NGMEP																				-3.32061736999992	37.4772948710001	30.0	471651.98	4147870.63	0992c2	18083000200	Granada	18
146542	2835087	2.1.9	Poblaciones y construcciones.Entidad singular		Zagra							MITMA.IGN.NGMEP																				-4.16839631799991	37.2540900210001	30.0	396385.7	4123699.59	1008c1	18913000100	Granada	18
146634	2836991	2.1.9	Poblaciones y construcciones.Entidad singular		Huelma							MITMA.IGN.NGMEP																				-3.46112186099992	37.6506964860001	30.0	459323.34	4167160.2	0970c1	23044000200	Jaén	23
154180	1700750	2.2.1	Poblaciones y construcciones.Construcción/instalación abierta		Humilladero							MITMA.IGN.BTN25																				-3.50189000099994	43.2020869240001	30.0	459226.06	4783378.85	0060c3	39083	Cantabria	39
164667	1776175	2.2.2	Poblaciones y construcciones.Edificación		Colmenar							MITMA.IGN.BTN25																				-6.51812657099993	42.787476095	29.0	702994.21	4740202.27	0127c1	24110	León	24
164721	1779261	2.2.2	Poblaciones y construcciones.Edificación		Colmenar							MITMA.IGN.BTN25																				-4.66009465599996	42.7098996560001	30.0	364052.03	4729936.53	0132c4	34151	Palencia	34
165116	1917044	2.2.2	Poblaciones y construcciones.Edificación		Colmenar							MITMA.IGN.BTN25																				-4.58892799199992	41.9237068030001	30.0	368249.85	4642526.29	0311c2	34069	Palencia	34
