	id	codigo_ngbe	codigo_ngbe_text	nombre_extendido	identificador_geografico	nombre_alternativo_2	nombre_alternativo_3	nombre_variante_1	nombre_variante_2	nombre_variante_3	fuente_extendido	fuente_idg	fuente_alternativo_2	fuente_alternativo_3	fuente_variante_1	fuente_variante_2	fuente_variante_3	idioma_extendido	idioma_idg	idioma_alternativo_2	idioma_alternativo_3	idioma_variante_1	idioma_variante_2	idioma_variante_3	estatus_extendido	estatus_idg	estatus_alternativo_2	estatus_alternativo_3	estatus_variante_1	estatus_variante_2	estatus_variante_3	long_etrs89_regcan95	lat_etrs89_regcan95	huso_etrs89_regcan95	x_utm_etrs89_regcan95	y_utm_etrs89_regcan95	hojamtn_25	codigo_ine	provincias_nombre	provincias_id
43092	2810768	2.1.3	Poblaciones y construcciones.Capital de municipio		Almedinilla							MITMA.IGN.NGMEP														Oficial						-4.09001992	37.43947257	30.0	403573.810386868	4144183.94485774	0990c1	14004000101	Córdoba	14
43093	2810767	2.1.3	Poblaciones y construcciones.Capital de municipio		Alcaracejos							MITMA.IGN.NGMEP														Oficial						-4.96709118	38.38656136	30.0	328197.346866086	4250537.96150429	0858c4	14003000101	Córdoba	14
43094	2810765	2.1.3	Poblaciones y construcciones.Capital de municipio		Adamuz							MITMA.IGN.NGMEP														Oficial						-4.52617749	38.02512572	30.0	366047.565840497	4209701.90062045	0902c4	14001000101	Córdoba	14
43096	2810777	2.1.3	Poblaciones y construcciones.Capital de municipio		Cabra							MITMA.IGN.NGMEP														Oficial						-4.44656669	37.47101586	30.0	372084.891694397	4148108.24615726	0989c1	14013000501	Córdoba	14
43098	2810790	2.1.3	Poblaciones y construcciones.Capital de municipio		Espiel							MITMA.IGN.NGMEP														Oficial						-5.01731472	38.18906775	30.0	323332.16155888	4228716.12967238	0880c4	14026000301	Córdoba	14
43099	2810779	2.1.3	Poblaciones y construcciones.Capital de municipio		Carcabuey							MITMA.IGN.NGMEP														Oficial						-4.27306704	37.44453021	30.0	387387.883515551	4144948.1225971	0989c2	14015000301	Córdoba	14
43101	2810789	2.1.3	Poblaciones y construcciones.Capital de municipio		Espejo							MITMA.IGN.NGMEP														Oficial						-4.55377679	37.68083913	30.0	362989.163906561	4171540.16092003	0944c4	14025000101	Córdoba	14
43103	2810803	2.1.3	Poblaciones y construcciones.Capital de municipio		Luque							MITMA.IGN.NGMEP														Oficial						-4.27765852	37.55956888	30.0	387155.017420025	4157717.14806051	0967c4	14039000201	Córdoba	14
43104	2810802	2.1.3	Poblaciones y construcciones.Capital de municipio		Lucena							MITMA.IGN.NGMEP														Oficial						-4.48451348	37.40901404	30.0	368620.807805797	4141281.29167074	0989c3	14038000901	Córdoba	14
43112	2810788	2.1.3	Poblaciones y construcciones.Capital de municipio		Encinas Reales							MITMA.IGN.NGMEP														Oficial						-4.48724904	37.27334279	30.0	368141.643163003	4126232.43277323	1007c1	14024000101	Córdoba	14
43113	2810800	2.1.3	Poblaciones y construcciones.Capital de municipio		Hornachuelos							MITMA.IGN.NGMEP														Oficial						-5.24226581	37.83117536	30.0	302672.002238249	4189452.75097814	0942c2	14036001001	Córdoba	14
43115	2810794	2.1.3	Poblaciones y construcciones.Capital de municipio		Fuente Palmera							MITMA.IGN.NGMEP														Oficial						-5.10411463	37.70323501	30.0	314511.786733225	4174972.64918382	0943c3	14030000301	Córdoba	14
43117	2810805	2.1.3	Poblaciones y construcciones.Capital de municipio		Montemayor							MITMA.IGN.NGMEP														Oficial						-4.69899102	37.64747277	30.0	350116.267590149	4168060.14483848	0966c1	14041000101	Córdoba	14
43119	2810776	2.1.3	Poblaciones y construcciones.Capital de municipio		Bujalance							MITMA.IGN.NGMEP														Oficial						-4.38339381	37.89649386	30.0	378368.275254962	4195232.93553996	0924c3	14012000101	Córdoba	14
43123	2810807	2.1.3	Poblaciones y construcciones.Capital de municipio		Montoro							MITMA.IGN.NGMEP														Oficial						-4.38130891	38.02639376	30.0	378765.386860201	4209643.81665766	0903c3	14043000701	Córdoba	14
43124	2810811	2.1.3	Poblaciones y construcciones.Capital de municipio		Obejo							MITMA.IGN.NGMEP														Oficial						-4.80059964	38.13442999	30.0	342194.950792778	4222261.94968284	0902c1	14047000301	Córdoba	14
43125	2810808	2.1.3	Poblaciones y construcciones.Capital de municipio		Monturque							MITMA.IGN.NGMEP														Oficial						-4.58088184	37.47356745	30.0	360211.843642254	4148582.30469043	0988c2	14044000301	Córdoba	14
43127	2810809	2.1.3	Poblaciones y construcciones.Capital de municipio		Moriles							MITMA.IGN.NGMEP														Oficial						-4.60916325	37.43498961	30.0	357637.787709274	4144344.33532285	0988c2	14045000101	Córdoba	14
43129	2810810	2.1.3	Poblaciones y construcciones.Capital de municipio		Nueva Carteya							MITMA.IGN.NGMEP														Oficial						-4.46660548	37.58553839	30.0	370510.99840147	4160842.23560412	0967c1	14046000301	Córdoba	14
43130	2810812	2.1.3	Poblaciones y construcciones.Capital de municipio		Palenciana							MITMA.IGN.NGMEP														Oficial						-4.58251386	37.24883679	30.0	359649.498065843	4123650.57275592	1006c4	14048000101	Córdoba	14
43132	2810814	2.1.3	Poblaciones y construcciones.Capital de municipio		Pedro Abad							MITMA.IGN.NGMEP														Oficial						-4.45502044	37.96637631	30.0	372191.414534748	4203082.9048457	0924c1	14050000101	Córdoba	14
43133	2810822	2.1.3	Poblaciones y construcciones.Capital de municipio		Rute							MITMA.IGN.NGMEP														Oficial						-4.37022684	37.32526431	30.0	378600.794110871	4131836.26519097	1007c1	14058002201	Córdoba	14
43134	2810818	2.1.3	Poblaciones y construcciones.Capital de municipio		Pozoblanco							MITMA.IGN.NGMEP														Oficial						-4.84958064	38.37888591	30.0	338444.304214054	4249473.83311109	0859c3	14054000101	Córdoba	14
43136	2810820	2.1.3	Poblaciones y construcciones.Capital de municipio		Puente Genil							MITMA.IGN.NGMEP														Oficial						-4.77225259	37.3883058	30.0	343110.792946348	4139423.43320462	0988c3	14056001201	Córdoba	14
43138	2810824	2.1.3	Poblaciones y construcciones.Capital de municipio		Santaella							MITMA.IGN.NGMEP														Oficial						-4.84662658	37.56749755	30.0	336916.261817938	4159432.38017946	0966c3	14060000901	Córdoba	14
43141	2810835	2.1.3	Poblaciones y construcciones.Capital de municipio		Villanueva del Rey							MITMA.IGN.NGMEP														Oficial						-5.15082199	38.20045817	30.0	311668.25215201	4230243.25441786	0880c3	14071000101	Córdoba	14
43144	2810806	2.1.3	Poblaciones y construcciones.Capital de municipio		Montilla							MITMA.IGN.NGMEP														Oficial						-4.6400123835	37.5862977856	30.0	355201.066727599	4161179.7446564	0966c2	14042000601	Córdoba	14
43147	2810827	2.1.3	Poblaciones y construcciones.Capital de municipio		Valenzuela							MITMA.IGN.NGMEP														Oficial						-4.21935803	37.77497124	30.0	392615.275950155	4181548.1063162	0945c2	14063000101	Córdoba	14
43150	2810839	2.1.3	Poblaciones y construcciones.Capital de municipio		Zuheros							MITMA.IGN.NGMEP														Oficial						-4.31649861	37.54383838	30.0	383699.994127843	4156019.17996734	0967c4	14075000101	Córdoba	14
43175	2817932	2.1.3	Poblaciones y construcciones.Capital de municipio		Lucainena de las Torres							MITMA.IGN.NGMEP														Oficial						-2.2011865	37.0402677	30.0	571038.42300996	4099637.72390905	1030c4	4060000101	Almería	04
43192	2810793	2.1.3	Poblaciones y construcciones.Capital de municipio		Fuente Obejuna							MITMA.IGN.NGMEP														Oficial						-5.41923282	38.26702154	30.0	288355.498442478	4238210.48942798	0879c1	14029000701	Córdoba	14
43193	2810817	2.1.3	Poblaciones y construcciones.Capital de municipio		Posadas							MITMA.IGN.NGMEP														Oficial						-5.10716405	37.80042527	30.0	314485.880819807	4185763.5429172	0943c1	14053000901	Córdoba	14
43276	2812222	2.1.3	Poblaciones y construcciones.Capital de municipio		Arjona							MITMA.IGN.NGMEP														Oficial						-4.05446885	37.93559892	30.0	407338.258779939	4199193.86010265	0925c1	23006000201	Jaén	23
43293	2811413	2.1.3	Poblaciones y construcciones.Capital de municipio		Beas de Guadix							MITMA.IGN.NGMEP														Oficial						-3.2055964	37.2809596	30.0	481774.357939951	4126060.67948457	1010c2	18025000101	Granada	18
43299	2812240	2.1.3	Poblaciones y construcciones.Capital de municipio		Cazalilla							MITMA.IGN.NGMEP														Oficial						-3.88204485	37.9841708	30.0	422541.426446883	4204425.69666746	0925c2	23027000101	Jaén	23
43302	2813224	2.1.3	Poblaciones y construcciones.Capital de municipio		Cuevas de San Marcos							MITMA.IGN.NGMEP														Oficial						-4.41410228	37.26765901	30.0	374617.715109683	4125502.36398162	1007c1	29049000102	Málaga	29
43325	2812234	2.1.3	Poblaciones y construcciones.Capital de municipio		Campillo de Arenas							MITMA.IGN.NGMEP														Oficial						-3.63530988	37.55559065	30.0	443886.271109934	4156698.37474375	0969c4	23019000101	Jaén	23
43357	2811436	2.1.3	Poblaciones y construcciones.Capital de municipio		Colomera							MITMA.IGN.NGMEP														Oficial						-3.71436522	37.3742622	30.0	436751.043703475	4136631.15819541	0991c3	18051000102	Granada	18
43373	2812258	2.1.3	Poblaciones y construcciones.Capital de municipio		Ibros							MITMA.IGN.NGMEP														Oficial						-3.50218019	38.02281711	30.0	455923.447843921	4208465.61330653	0906c3	23046000201	Jaén	23
43387	2813234	2.1.3	Poblaciones y construcciones.Capital de municipio		Humilladero							MITMA.IGN.NGMEP														Oficial						-4.70087934	37.11336322	30.0	348881.322427748	4108801.91218693	1023c1	29059000201	Málaga	29
43409	2811462	2.1.3	Poblaciones y construcciones.Capital de municipio		Granada							MITMA.IGN.NGMEP														Oficial						-3.60001883	37.17641932	30.0	446736.015389033	4114611.96456054	1009c4	18087000401	Granada	18
43415	2812261	2.1.3	Poblaciones y construcciones.Capital de municipio		Jabalquinto							MITMA.IGN.NGMEP														Oficial						-3.72456521	38.01947513	30.0	436401.524265702	4208223.52356926	0905c3	23049000101	Jaén	23
43424	2811982	2.1.3	Poblaciones y construcciones.Capital de municipio		Manzanilla							MITMA.IGN.NGMEP														Oficial						-6.42830723	37.38709216	29.0	727674.203052026	4140918.84214779	0983c3	21047000301	Huelva	21
43451	2814844	2.1.3	Poblaciones y construcciones.Capital de municipio		Olivares							MITMA.IGN.NGMEP														Oficial						-6.15621373	37.4183665	29.0	751663.143104183	4145081.47317462	0984c1	41067000101	Sevilla	41
43498	2812280	2.1.3	Poblaciones y construcciones.Capital de municipio		Porcuna							MITMA.IGN.NGMEP														Oficial						-4.1843202	37.86967238	30.0	395834.256670383	4192015.98342413	0925c3	23069000901	Jaén	23
43558	2812304	2.1.3	Poblaciones y construcciones.Capital de municipio		Villanueva de la Reina							MITMA.IGN.NGMEP														Oficial						-3.92019472	38.0053734	30.0	419214.409190228	4206810.67269071	0904c4	23096000501	Jaén	23
43560	2814877	2.1.3	Poblaciones y construcciones.Capital de municipio		Villanueva de San Juan							MITMA.IGN.NGMEP														Oficial						-5.17565452	37.05037491	30.0	306533.741017191	4102674.41156852	1022c3	41100000101	Sevilla	41
43576	2814872	2.1.3	Poblaciones y construcciones.Capital de municipio		Utrera							MITMA.IGN.NGMEP														Oficial						-5.78089198	37.17935222	30.0	253123.169816511	4118390.96179449	1003c3	41095000602	Sevilla	41
43588	2813269	2.1.3	Poblaciones y construcciones.Capital de municipio		Villanueva de Algaidas							MITMA.IGN.NGMEP														Oficial						-4.45078097	37.18660129	30.0	371227.599590621	4116558.48939709	1007c3	29095000601	Málaga	29
44149	2809085	2.1.3	Poblaciones y construcciones.Capital de municipio		Tahal							MITMA.IGN.NGMEP														Oficial						-2.28473564	37.22770702	30.0	563451.574472427	4120372.75107607	1013c4	4090000501	Almería	04
44170	2809081	2.1.3	Poblaciones y construcciones.Capital de municipio		Sorbas							MITMA.IGN.NGMEP														Oficial						-2.124113	37.09821538	30.0	577833.462075748	4106126.6765531	1031c1	4086070101	Almería	04
44171	2809001	2.1.3	Poblaciones y construcciones.Capital de municipio		Abrucena							MITMA.IGN.NGMEP														Oficial						-2.7974669	37.13218285	30.0	517989.36672013	4109555.20068788	1029c1	4002000101	Almería	04
44172	2809090	2.1.3	Poblaciones y construcciones.Capital de municipio		Uleila del Campo							MITMA.IGN.NGMEP														Oficial						-2.2035137	37.18525562	30.0	570696.536701824	4115720.70271549	1013c4	4095001001	Almería	04
44270	2811410	2.1.3	Poblaciones y construcciones.Capital de municipio		Atarfe							MITMA.IGN.NGMEP														Oficial						-3.6887337	37.22271103	30.0	438897.97852767	4119801.0511703	1009c3	18022000101	Granada	18
44371	2814791	2.1.3	Poblaciones y construcciones.Capital de municipio		Badolatosa							MITMA.IGN.NGMEP														Oficial						-4.67235965	37.30789829	30.0	351796.513607549	4130340.55681647	1006c2	41014000101	Sevilla	41
44384	2811940	2.1.3	Poblaciones y construcciones.Capital de municipio		Almonte							MITMA.IGN.NGMEP														Oficial						-6.51747768	37.26252304	29.0	720141.912862561	4126884.16653235	1001c1	21005000101	Huelva	21
44406	2813185	2.1.3	Poblaciones y construcciones.Capital de municipio		Almargen							MITMA.IGN.NGMEP														Oficial						-5.02113921	37.00211364	30.0	320161.585092977	4097016.31717816	1022c3	29010000101	Málaga	29
44409	2814778	2.1.3	Poblaciones y construcciones.Capital de municipio		Aguadulce							MITMA.IGN.NGMEP														Oficial						-4.99341911	37.25197969	30.0	323210.789141963	4124687.927563	1005c2	41001000101	Sevilla	41
44425	2812219	2.1.3	Poblaciones y construcciones.Capital de municipio		Alcaudete							MITMA.IGN.NGMEP														Oficial						-4.08750989	37.59013356	30.0	403989.092813307	4160896.93528637	0968c1	23003000101	Jaén	23
44437	2811402	2.1.3	Poblaciones y construcciones.Capital de municipio		Alhama de Granada							MITMA.IGN.NGMEP														Oficial						-3.98605626	37.0037636	30.0	412267.711587381	4095744.27434135	1025c4	18013000101	Granada	18
44614	2811400	2.1.3	Poblaciones y construcciones.Capital de municipio		Alfacar							MITMA.IGN.NGMEP														Oficial						-3.57046354	37.23688695	30.0	449400.066782497	4121303.96543561	1009c4	18011000101	Granada	18
44620	2813192	2.1.3	Poblaciones y construcciones.Capital de municipio		Archidona							MITMA.IGN.NGMEP														Oficial						-4.39031416	37.09717349	30.0	376449.578772508	4106556.48753701	1024c1	29017000101	Málaga	29
44644	2813179	2.1.3	Poblaciones y construcciones.Capital de municipio		Alfarnatejo							MITMA.IGN.NGMEP														Oficial						-4.27201165	36.97957361	30.0	386788.543533401	4093362.41793364	1039c2	29004000101	Málaga	29
44687	2811394	2.1.3	Poblaciones y construcciones.Capital de municipio		Albolote							MITMA.IGN.NGMEP														Oficial						-3.65748033	37.23090185	30.0	441677.009408349	4120690.03123867	1009c4	18003000101	Granada	18
44723	2809015	2.1.3	Poblaciones y construcciones.Capital de municipio		Antas							MITMA.IGN.NGMEP														Oficial						-1.91715315	37.24459175	30.0	596039.507777023	4122555.58511443	1014c4	4016000201	Almería	04
44770	2813190	2.1.3	Poblaciones y construcciones.Capital de municipio		Antequera							MITMA.IGN.NGMEP														Oficial						-4.55804451	37.0142215	30.0	361392.403998837	4097584.71118396	1023c4	29015000101	Málaga	29
44771	2814788	2.1.3	Poblaciones y construcciones.Capital de municipio		Arahal							MITMA.IGN.NGMEP														Oficial						-5.54476269	37.26265472	30.0	274338.244409504	4127045.50599286	1003c2	41011000101	Sevilla	41
44798	2812223	2.1.3	Poblaciones y construcciones.Capital de municipio		Arjonilla							MITMA.IGN.NGMEP														Oficial						-4.10757675	37.9742431	30.0	402722.232917282	4203535.81644885	0925c1	23007000101	Jaén	23
44838	2812231	2.1.3	Poblaciones y construcciones.Capital de municipio		Benatae							MITMA.IGN.NGMEP														Oficial						-2.65078278	38.35363706	30.0	530512.563608177	4245110.67055913	0865c4	23016000101	Jaén	23
44850	2811393	2.1.3	Poblaciones y construcciones.Capital de municipio		Alamedilla							MITMA.IGN.NGMEP														Oficial						-3.24475946	37.58043998	30.0	478388.905425374	4159293.7782698	0970c4	18002000101	Granada	18
44893	2811401	2.1.3	Poblaciones y construcciones.Capital de municipio		Algarinejo							MITMA.IGN.NGMEP														Oficial						-4.15798102	37.32575532	30.0	397406.740514902	4131639.13091568	1008c1	18012000101	Granada	18
44918	2811408	2.1.3	Poblaciones y construcciones.Capital de municipio		Arenas del Rey							MITMA.IGN.NGMEP														Oficial						-3.89435636	36.95781442	30.0	420378.843640505	4090566.23633057	1040c2	18020000101	Granada	18
44929	2813193	2.1.3	Poblaciones y construcciones.Capital de municipio		Ardales							MITMA.IGN.NGMEP														Oficial						-4.84547635	36.87640909	30.0	335523.359232649	4082752.04869589	1038c3	29018000101	Málaga	29
44933	2813188	2.1.3	Poblaciones y construcciones.Capital de municipio		Alozaina							MITMA.IGN.NGMEP														Oficial						-4.85529513	36.72826442	30.0	334329.241922195	4066332.93958372	1051c4	29013000101	Málaga	29
44948	2812224	2.1.3	Poblaciones y construcciones.Capital de municipio		Arquillos							MITMA.IGN.NGMEP														Oficial						-3.43144008	38.18199961	30.0	462214.435330803	4226096.51102863	0885c3	23008000101	Jaén	23
44951	2812228	2.1.3	Poblaciones y construcciones.Capital de municipio		Beas de Segura							MITMA.IGN.NGMEP														Oficial						-2.88730567	38.2506588	30.0	509860.49015952	4233632.73284501	0886c2	23012000201	Jaén	23
44953	2813195	2.1.3	Poblaciones y construcciones.Capital de municipio		Arriate							MITMA.IGN.NGMEP														Oficial						-5.14178234	36.79859734	30.0	308918.506456586	4074670.36860649	1051c1	29020000101	Málaga	29
44993	2812241	2.1.3	Poblaciones y construcciones.Capital de municipio		Cazorla							MITMA.IGN.NGMEP														Oficial						-3.00134534	37.91223066	30.0	499881.742105452	4196076.90286641	0928c4	23028000501	Jaén	23
44995	2813222	2.1.3	Poblaciones y construcciones.Capital de municipio		Cuevas Bajas							MITMA.IGN.NGMEP														Oficial						-4.48846113	37.23576989	30.0	367968.601485789	4122065.48061652	1007c3	29047000101	Málaga	29
45011	2811444	2.1.3	Poblaciones y construcciones.Capital de municipio		Darro							MITMA.IGN.NGMEP														Oficial						-3.29325661	37.35059768	30.0	474027.439803129	4133806.7890747	0992c4	18063000101	Granada	18
45019	2813223	2.1.3	Poblaciones y construcciones.Capital de municipio		Cuevas del Becerro							MITMA.IGN.NGMEP														Oficial						-5.04657706	36.87520846	30.0	317595.512610858	4082984.32404407	1037c3	29048000101	Málaga	29
45081	2811423	2.1.3	Poblaciones y construcciones.Capital de municipio		Calicasas							MITMA.IGN.NGMEP														Oficial						-3.61846278	37.27353143	30.0	445169.072352946	4125396.02701048	1009c2	18037000101	Granada	18
45084	2811431	2.1.3	Poblaciones y construcciones.Capital de municipio		Castril							MITMA.IGN.NGMEP														Oficial						-2.77929932	37.79447243	30.0	519430.895867919	4183034.64242581	0950c1	18046000201	Granada	18
45105	2811442	2.1.3	Poblaciones y construcciones.Capital de municipio		Chimeneas							MITMA.IGN.NGMEP														Oficial						-3.8211484	37.13262106	30.0	427063.849847246	4109900.13749671	1026c1	18061000201	Granada	18
45124	2811437	2.1.3	Poblaciones y construcciones.Capital de municipio		Cortes de Baza							MITMA.IGN.NGMEP														Oficial						-2.771069	37.65604885	30.0	520193.056263509	4167678.68832984	0972c1	18053000201	Granada	18
45128	2813221	2.1.3	Poblaciones y construcciones.Capital de municipio		Cortes de la Frontera							MITMA.IGN.NGMEP														Oficial						-5.34243171	36.61781253	30.0	290524.166426725	4055031.37232833	1064c2	29046000301	Málaga	29
45142	2810500	2.1.3	Poblaciones y construcciones.Capital de municipio		Espera							MITMA.IGN.NGMEP														Oficial						-5.80597479	36.87151829	30.0	249887.716236391	4084296.12141464	1035c3	11017000102	Cádiz	11
45148	2814815	2.1.3	Poblaciones y construcciones.Capital de municipio		Dos Hermanas							MITMA.IGN.NGMEP														Oficial						-5.91334407	37.28894862	30.0	241736.41990541	4130907.04787577	1002c2	41038000101	Sevilla	41
45172	2814818	2.1.3	Poblaciones y construcciones.Capital de municipio		Estepa							MITMA.IGN.NGMEP														Oficial						-4.8765968	37.28845167	30.0	333652.66470561	4128522.747795	1005c2	41041000201	Sevilla	41
45182	2812233	2.1.3	Poblaciones y construcciones.Capital de municipio		Cambil							MITMA.IGN.NGMEP														Oficial						-3.56676191	37.67738522	30.0	450022.411511644	4170172.30932408	0947c4	23018000201	Jaén	23
45221	2813207	2.1.3	Poblaciones y construcciones.Capital de municipio		Campillos							MITMA.IGN.NGMEP														Oficial						-4.86223442	37.04734424	30.0	334400.427161517	4101746.13040784	1022c4	29032000101	Málaga	29
45237	2811965	2.1.3	Poblaciones y construcciones.Capital de municipio		Chucena							MITMA.IGN.NGMEP														Oficial						-6.39509296	37.36036663	29.0	730697.128107224	4138033.81826669	0983c3	21030000101	Huelva	21
45254	2812242	2.1.3	Poblaciones y construcciones.Capital de municipio		Chiclana de Segura							MITMA.IGN.NGMEP														Oficial						-3.04258039	38.31234258	30.0	496277.467186294	4240471.85922324	0886c1	23029000301	Jaén	23
45295	2812236	2.1.3	Poblaciones y construcciones.Capital de municipio		Carboneros							MITMA.IGN.NGMEP														Oficial						-3.63131974	38.2293919	30.0	444744.650567524	4231455.4078023	0884c4	23021000201	Jaén	23
45320	2814801	2.1.3	Poblaciones y construcciones.Capital de municipio		Carmona							MITMA.IGN.NGMEP														Oficial						-5.63324752	37.47265463	30.0	267140.713742586	4150564.3257495	0985c2	41024000101	Sevilla	41
45342	2813215	2.1.3	Poblaciones y construcciones.Capital de municipio		Casarabonela							MITMA.IGN.NGMEP														Oficial						-4.84309805	36.78480634	30.0	335539.300559652	4072584.95941866	1052c1	29040000401	Málaga	29
45352	2811447	2.1.3	Poblaciones y construcciones.Capital de municipio		Diezma							MITMA.IGN.NGMEP														Oficial						-3.33182232	37.32111088	30.0	470600.330042583	4130546.82575964	1010c2	18067000101	Granada	18
45366	2814817	2.1.3	Poblaciones y construcciones.Capital de municipio		Espartinas							MITMA.IGN.NGMEP														Oficial						-6.12488688	37.38262852	29.0	754557.032107077	4141199.51278104	0984c3	41040000101	Sevilla	41
45377	2811441	2.1.3	Poblaciones y construcciones.Capital de municipio		Chauchina							MITMA.IGN.NGMEP														Oficial						-3.77093889	37.20165324	30.0	431585.900169268	4117521.10023037	1009c3	18059000101	Granada	18
45510	2813218	2.1.3	Poblaciones y construcciones.Capital de municipio		Colmenar							MITMA.IGN.NGMEP														Oficial						-4.33648163	36.90317629	30.0	380931.469790064	4084965.43915424	1039c4	29043000201	Málaga	29
45512	2814810	2.1.3	Poblaciones y construcciones.Capital de municipio		Constantina							MITMA.IGN.NGMEP														Oficial						-5.62009557	37.87292437	30.0	269546.262521411	4194951.99746434	0920c4	41033000401	Sevilla	41
45523	2811446	2.1.3	Poblaciones y construcciones.Capital de municipio		Deifontes							MITMA.IGN.NGMEP														Oficial						-3.59424027	37.32594516	30.0	447353.130607729	4131197.06683729	1009c2	18066000101	Granada	18
45570	2811975	2.1.3	Poblaciones y construcciones.Capital de municipio		Hinojos							MITMA.IGN.NGMEP														Oficial						-6.37618796	37.29250784	29.0	732580.958304328	4130549.89879315	1001c1	21040000101	Huelva	21
45574	2812246	2.1.3	Poblaciones y construcciones.Capital de municipio		Frailes							MITMA.IGN.NGMEP														Oficial						-3.83774832	37.48515683	30.0	425936.017583728	4149024.12652111	0991c1	23033000201	Jaén	23
45576	2812254	2.1.3	Poblaciones y construcciones.Capital de municipio		Hinojares							MITMA.IGN.NGMEP														Oficial						-2.99833046	37.71580061	30.0	500147.145024544	4174283.2714944	0949c4	23042000301	Jaén	23
45700	2812255	2.1.3	Poblaciones y construcciones.Capital de municipio		Hornos							MITMA.IGN.NGMEP														Oficial						-2.72011968	38.21647421	30.0	524500.358946699	4229870.74606338	0887c3	23043000501	Jaén	23
45733	2812256	2.1.3	Poblaciones y construcciones.Capital de municipio		Huelma							MITMA.IGN.NGMEP														Oficial						-3.4610967	37.65066057	30.0	459325.544218922	4167156.21360253	0970c1	23044000201	Jaén	23
45750	2812257	2.1.3	Poblaciones y construcciones.Capital de municipio		Huesa							MITMA.IGN.NGMEP														Oficial						-3.07519675	37.76556641	30.0	493376.964158833	4179807.30700397	0949c1	23045000401	Jaén	23
45778	2814827	2.1.3	Poblaciones y construcciones.Capital de municipio		Herrera							MITMA.IGN.NGMEP														Oficial						-4.84797484	37.36666181	30.0	336359.816233566	4137150.55740958	0988c3	41050000101	Sevilla	41
45818	2812266	2.1.3	Poblaciones y construcciones.Capital de municipio		Larva							MITMA.IGN.NGMEP														Oficial						-3.20142352	37.75901292	30.0	482257.830329552	4179096.64812421	0948c2	23054000101	Jaén	23
45823	2813230	2.1.3	Poblaciones y construcciones.Capital de municipio		Fuente de Piedra							MITMA.IGN.NGMEP														Oficial						-4.73195066	37.1355092	30.0	346165.329658297	4111308.91668844	1023c1	29055000101	Málaga	29
45836	2812248	2.1.3	Poblaciones y construcciones.Capital de municipio		Fuerte del Rey							MITMA.IGN.NGMEP														Oficial						-3.88436808	37.8739655	30.0	422221.380443229	4192199.91354299	0925c4	23035000101	Jaén	23
45904	2813249	2.1.3	Poblaciones y construcciones.Capital de municipio		Montejaque							MITMA.IGN.NGMEP														Oficial						-5.25172599	36.73390878	30.0	298939.435344825	4067718.3674323	1050c4	29074000101	Málaga	29
45909	2814841	2.1.3	Poblaciones y construcciones.Capital de municipio		Montellano							MITMA.IGN.NGMEP														Oficial						-5.57079248	36.99536489	30.0	271225.749000929	4097447.803584	1035c2	41064000101	Sevilla	41
45917	2811458	2.1.3	Poblaciones y construcciones.Capital de municipio		Gobernador							MITMA.IGN.NGMEP														Oficial						-3.32059771	37.47715283	30.0	471653.67409193	4147854.87464875	0992c2	18083000201	Granada	18
45924	2814822	2.1.3	Poblaciones y construcciones.Capital de municipio		Gerena							MITMA.IGN.NGMEP														Oficial						-6.1582894	37.52460734	29.0	751123.366523321	4156866.31052378	0962c3	41045000101	Sevilla	41
45929	2814823	2.1.3	Poblaciones y construcciones.Capital de municipio		Gilena							MITMA.IGN.NGMEP														Oficial						-4.91428059	37.25226698	30.0	330230.665001316	4124574.85513149	1005c2	41046000101	Sevilla	41
45942	2810502	2.1.3	Poblaciones y construcciones.Capital de municipio		Grazalema							MITMA.IGN.NGMEP														Oficial						-5.36966273	36.75954041	30.0	288477.388007414	4070816.53439198	1050c1	11019000301	Cádiz	11
45965	2811463	2.1.3	Poblaciones y construcciones.Capital de municipio		Guadahortuna							MITMA.IGN.NGMEP														Oficial						-3.39966868	37.55822516	30.0	464700.63032338	4156876.07484489	0970c3	18088000101	Granada	18
45968	2811464	2.1.3	Poblaciones y construcciones.Capital de municipio		Guadix							MITMA.IGN.NGMEP														Oficial						-3.13638082	37.30161072	30.0	487913.465792453	4128340.59842152	1011c1	18089000501	Granada	18
45991	2811476	2.1.3	Poblaciones y construcciones.Capital de municipio		Iznalloz							MITMA.IGN.NGMEP														Oficial						-3.53095401	37.39201995	30.0	453001.260269316	4138494.10337114	0991c4	18105000701	Granada	18
46007	2810503	2.1.3	Poblaciones y construcciones.Capital de municipio		Jerez de la Frontera							MITMA.IGN.NGMEP														Oficial						-6.1287534	36.70212746	29.0	756496.253396758	4065672.13020983	1048c3	11020001401	Cádiz	11
46015	2812260	2.1.3	Poblaciones y construcciones.Capital de municipio		Iznatoraf							MITMA.IGN.NGMEP														Oficial						-3.0321245	38.15764742	30.0	497185.603195588	4223307.05130376	0907c1	23048000301	Jaén	23
46035	2811477	2.1.3	Poblaciones y construcciones.Capital de municipio		Jayena							MITMA.IGN.NGMEP														Oficial						-3.82352623	36.94763567	30.0	426674.950837599	4089380.21051328	1041c1	18107000101	Granada	18
46038	2812264	2.1.3	Poblaciones y construcciones.Capital de municipio		Jimena							MITMA.IGN.NGMEP														Oficial						-3.47640117	37.84187626	30.0	458083.479446065	4188378.00774141	0927c3	23052000401	Jaén	23
