	codparcela	min_fecha	max_fecha	102_coordenada_x_(utm)	103_coordenada_y_(utm)	days
0	000-00000-00	2015-08-25	2015-09-30	276171.0	4082574.0	36
1	000-00000-00-0	2015-08-24	2015-09-29	232382.86	4072834.94	36
2	000-00900-00-U0	2006-04-24	2009-11-16	449521.0	4124050.0	1302
3	000-00999-00-00	2006-05-02	2009-11-18	449772.0	4123208.0	1296
4	000-00999-00-FC	2006-05-02	2006-10-31	449772.0	4123208.0	182
5	001-00001-00-06	2012-03-27	2012-04-30	455827.26	4161193.04	34
6	001-00001-01	2017-08-22	2020-06-10	373853.0	4158528.0	1023
7	001-00002-00-00	2006-03-22	2007-11-19	297056.0	4179284.0	607
8	001-00002-01	2019-07-01	2019-10-14			105
9	001-00003-00-00	2006-04-28	2011-11-21	399592.0	4153969.0	2033
10	001-00003-00-A0	2006-03-28	2008-11-05	304302.0	4088459.0	953
11	001-00003-01	2019-07-01	2021-03-23	304176.0	4088336.0	631
12	001-00003-01-01	2009-03-17	2014-11-18	304302.0	4088459.0	2072
13	001-00003-02-00	2009-03-16	2010-11-16	294503.0	4083056.0	610
14	001-00003-02-01	2011-03-30	2021-03-24	294503.0	4083056.0	3647
15	001-00003-09	2021-03-17	2021-03-17	325476.0	4183581.0	0
16	001-00003-34	2018-04-04	2021-03-17	325800.0	4183079.0	1078
17	001-00004-00-00	2006-03-01	2009-11-25	176722.0	4148423.0	1365
18	001-00004-00-10	2006-04-28	2006-11-15	326630.0	4183572.0	201
19	001-00004-01-0	2009-03-10	2021-03-22	435536.0	4124949.0	4395
20	001-00004-02-00	2010-03-15	2021-03-22	344773.0	4115370.0	4025
21	001-00005-01-00	2017-03-20	2021-03-22	287272.0	4180102.0	1463
22	001-00006	2020-04-07	2020-10-28	464989.0	4221345.0	204
23	001-00006-00-00	2006-03-22	2006-11-21	361200.0	4152500.0	244
24	001-00006-01	2017-02-21	2020-09-16	464989.0	4221345.0	1303
25	001-00006-04	2011-06-22	2011-11-23	357293.0	418204.0	154
26	001-00006-07	2020-03-24	2020-04-29	752729.0	4129869.0	36
27	001-00006-08-00	2011-05-11	2013-11-18	369983.0	4204764.0	922
28	001-00008-00-00	2006-04-18	2007-11-12	464733.0	4220368.0	573
29	001-00009-02-02	2017-03-21	2021-03-29	3275048694.0	41263889983.0	1469
30	001-00009-02-06	2010-03-10	2011-11-15	383347.0	4116966.0	615
31	001-00010-00-00	2006-04-04	2009-11-23	352455.0	4117053.0	1329
32	001-00010-01	2009-03-09	2021-03-22	419997.0	4137650.0	4396
33	001-00010-08-01	2010-03-10	2021-03-24	355335.0	4115402.0	4032
34	001-00013-01-00	2017-07-25	2018-03-21	279890.0	4099008.0	239
35	001-00013-02-01	2013-03-25	2021-03-22	347372.0	4123671.0	2919
36	001-00014-03	2012-03-28	2020-11-04	436030.0	4126187.0	3143
37	001-00014-13	2015-07-01	2015-11-10	436030.0	4126187.0	132
38	001-00015-10	2015-08-26	2015-11-11	457167430170.0	4142861114670.0	77
39	001-00017-00-00	2006-03-21	2006-05-02	392618.0	4201436.0	42
40	001-00018-00-10	2009-10-26	2009-10-26			0
41	001-00019-11	2020-03-24	2021-03-17	752729.0	4129869.0	358
42	001-00021-00-00	2006-08-01	2012-11-06	421674.0	4111002.0	2289
43	001-00021-06-08	2006-08-01	2018-09-04	421674.0	4111002.0	4417
44	001-00022-00-00	2017-03-08	2020-09-01	344371.0	4131997.0	1273
45	001-00023-00-00	2007-03-12	2009-11-23	356284.0	4118075.0	987
46	001-00023-01	2020-03-24	2020-04-29	752729.0	4129869.0	36
47	001-00023-01-01	2010-03-09	2021-03-24	356321.0	4118041.0	4033
48	001-00024-03-00	2016-03-16	2021-03-16	381331.0	4147307.0	1826
49	001-00025-00-00	2006-03-20	2007-11-13	381845.0	4147372.0	603
50	001-00025-13-01	2017-03-16	2021-03-30	332702.0	4123401.0	1475
51	001-00026-00-00	2008-10-29	2009-10-26			362
52	001-00027-00-00	2006-04-18	2007-11-14	472439.0	4217759.0	575
53	001-00027-01-01	2017-03-07	2021-03-29	342141.0	4122470.0	1483
54	001-00027-03	2015-09-01	2016-10-26	485193.0	4221540.0	421
55	001-00028-01	2017-03-22	2020-10-28	378204.0	4200557.0	1316
56	001-00029-01-00	2015-03-18	2015-03-25	369577.0	4123223.0	7
57	001-00030-00-00	2006-03-22	2007-11-28	339853.0	4147266.0	616
58	001-00030-01-1	2014-03-17	2021-03-24	309563.0	4097704.0	2564
59	001-00030-02-02	2017-03-22	2021-03-24	345086.0	4131904.0	1463
60	001-00031-00-00	2006-03-22	2011-11-28	320009.0	4194063.0	2077
61	001-00033-00-B0	2006-03-28	2007-11-07	306324.0	4088148.0	589
62	001-00033-00-C0	2008-03-12	2008-10-29	306324.0	4088148.0	231
63	001-00033-01	2019-07-02	2021-03-23	306210.0	4087938.0	630
64	001-00033-01-1	2017-03-06	2021-03-29	307589.0	4100651.0	1484
65	001-00033-02-00	2017-03-22	2021-03-31	332997.0	4137148.0	1470
66	001-00033-02-02	2009-03-17	2014-05-13	306324.0	4088148.0	1883
67	001-00033-06-1	2013-03-18	2013-11-11	384370.0	4117114.0	238
68	001-00035-00-00	2006-04-04	2006-11-21	347679.0	4124810.0	231
69	001-00036-00-00	2006-05-23	2012-11-05	424922.0	4098497.0	2358
70	001-00036-01-06	2006-05-23	2018-11-05	424922.0	4098497.0	4549
71	001-00037-02	2016-03-15	2019-11-11	398074.0	4172536.0	1336
72	001-00039-00-00	2006-03-01	2008-11-25	384773.0	4184297.0	1000
73	001-00041-00-00	2017-03-21	2020-10-14	335316.0	4124301.0	1303
74	001-00043-03-00	2016-08-30	2016-10-03			34
75	001-00048-00-50	2009-03-25	2019-07-24	435359.0	4126802.0	3773
76	001-00048-01-00	2019-04-03	2020-11-18	428412.0	4126441.0	595
77	001-00054-00-00	2006-03-09	2014-11-25	375750.0	4179290.0	3183
78	001-00055-00-00	2006-03-13	2007-11-19	420744.0	4192465.0	616
79	001-00055-02	2016-06-08	2017-04-19	421290.0	4167704.0	315
80	001-00057-01	2017-04-26	2017-11-14	331250.94	4128639.76	202
81	001-00058-02-00	2011-05-11	2018-04-18	3798123107.0	42018505107.0	2534
82	001-00060-01	2009-07-28	2018-11-13	524526.0	4237890.0	3395
83	001-00063-01	2019-03-26	2020-11-18	446847.0	4130464.0	603
84	001-00065-01	2009-03-09	2009-11-09	429643.0	4144047.0	245
85	001-00066-00-00	2006-04-18	2011-11-16	405601.707	4113378.221	2038
86	001-00066-01-01	2017-03-22	2021-03-24	342452.0	4125919.0	1463
87	001-00067-00-00	2006-03-21	2011-11-28	339853.0	4188864.0	2078
88	001-00070-01	2009-03-17	2013-11-19	309750.0	4075951.0	1708
89	001-00072-00-00	2006-03-28	2006-11-15	272642.0	4076103.0	232
90	001-00076-01	2015-09-01	2020-10-13	488989.0	4223561.0	1869
91	001-00076-02	2017-10-03	2020-09-29	199990.0	4142107.0	1092
92	001-00077-00-00	2008-03-01	2008-10-08	387579.0	4122800.0	221
93	001-00078-00-00	2006-04-18	2006-10-25	377703.0	4121120.0	190
94	001-00078-02-01	2017-03-13	2021-03-30	333941.0	4123343.0	1478
95	001-00084-00-00	2017-03-22	2021-09-23	309401.0	4100807.0	1646
96	001-00084-02-01	2021-03-03	2021-03-31	309401.0	4100807.0	28
97	001-00089-01	2010-03-17	2021-03-22	428766.0	4144045.0	4023
98	001-00089-03	2012-06-20	2015-10-21	449301.0	4198753.0	1218
99	001-00091-00-00	2006-05-02	2009-11-16	448462.0	4121475.0	1294
100	001-00092-01-00	2015-07-08	2015-10-14	425055.0	4091273.0	98
101	001-00096-04-01	2015-03-16	2015-11-10	456580.0	4162096.0	239
102	001-00098-02-1	2013-03-18	2016-07-13	411248.0	4117848.0	1213
103	001-00098-03-03	2018-03-12	2019-10-30	411252.0	4117930.0	597
104	001-00098-03-08	2014-03-19	2014-11-26	411252.0	4117932.0	252
105	001-00098-03-1	2016-03-21	2017-11-06	411252.0	4117930.0	595
106	001-00100-00-00	2006-03-13	2007-11-13	421804.0	4205142.0	610
107	001-00101-00-00	2006-04-17	2019-07-23	385701.0	4117859.58	4845
108	001-00101-01-00	2019-03-18	2021-03-15	385574.0	4117631.0	728
109	001-00103-00-00	2006-05-10	2011-10-31	439770.0	4181200.0	2000
110	001-00103-01-00	2017-03-22	2020-10-21	439452.0	4180810.0	1309
111	001-00106	2010-03-29	2014-11-05	455827.26	4161193.04	1682
112	001-00106-00-00	2006-05-09	2011-11-16	455827.26	4161193.04	2017
113	001-00107-01-01	2020-03-11	2020-11-11	323780.0	4123078.0	245
114	001-00108-06-01	2017-03-15	2019-11-04	323780.0	4126078.0	964
115	001-00109-01-00	2009-03-18	2011-11-14			971
116	001-00112-00-00	2006-07-18	2007-11-14	450280.0	4204591.0	484
117	001-00115-01-01	2016-08-17	2019-11-11	428953.0	4215281.0	1181
118	001-00116-00-00	2006-03-01	2012-11-12	395757.35	4124596.0	2448
119	001-00117-00-00	2006-05-09	2007-11-12	487109.0	4206205.0	552
120	001-00117-01	2013-04-22	2021-03-24	448350.0	4198997.0	2893
121	001-00122-03	2016-03-09	2017-11-15	342007.0	4144602.0	616
122	001-00122-03-00	2018-03-14	2021-11-24	342007.0	4144602.0	1351
123	001-00125-00-00	2006-03-06	2014-10-07	453264.0	4214951.0	3137
124	001-00130-00-A0	2006-06-06	2018-11-06	446964.0	4130514.0	4536
125	001-00131-00-00	2006-03-13	2008-11-24	370343.0	4163470.0	987
126	001-00132-01-01	2017-03-15	2021-03-22	328806.0	4127624.0	1468
127	001-00137-00-00	2006-05-23	2011-11-14	425231.0	4104983.0	2001
128	001-00137-01	2019-09-04	2020-11-18	425231.0	4104983.0	441
129	001-00137-01-01	2006-05-23	2018-10-24	425231.0	4104983.0	4537
130	001-00138-00-00	2008-03-17	2011-11-15	434499.0	4143044.0	1338
131	001-00138-01-01	2019-03-20	2021-03-24	305721.0	4088075.0	735
132	001-00139-00-00	2006-04-26	2007-11-27	451965.0	4091391.0	580
133	001-00142-01	2016-03-15	2021-03-24	427270.0	4159381.0	1835
134	001-00157-01-03	2019-03-20	2019-03-20	328469.0	4126717.0	0
135	001-00162-00-00	2005-03-16	2009-11-23	369846.0	4110714.0	1713
136	001-00162-01-00	2010-03-15	2021-03-22	369846.0	4110714.0	4025
137	001-00163-00-00	2005-03-16	2007-11-20	369846.0	4110714.0	979
138	001-00164-02-02	2015-03-16	2015-11-10	456401.0	4160754.0	239
139	001-00166-00-00	2006-03-13	2009-07-01	381919.0	4157221.0	1206
140	001-00166-03	2018-02-13	2021-03-17	329195.0	4126814.0	1128
141	001-00169-00-00	2006-05-08	2014-11-12	515075.0	4183562.0	3110
142	001-00169-02-00	2015-03-18	2020-11-18	514957.0	4183377.0	2072
143	001-00171-01-00	2020-04-07	2020-11-17	440552.94	4143899.24	224
144	001-00173-03-03	2015-03-18	2021-03-22	452764.0	4213795.0	2196
145	001-00176-00-00	2006-06-26	2015-10-27	440607.0	4144262.0	3410
146	001-00176-01	2016-04-11	2016-10-17	440494.0	4144056.0	189
147	001-00176-01-00	2017-03-29	2020-11-03	440492.0	4144055.0	1315
148	001-00178-00-00	2006-04-06	2010-05-11	198929.0	4141445.0	1496
149	001-00180-02	2009-03-10	2021-03-23	426130.0	4148282.0	4396
150	001-00183-01	2015-04-13	2021-03-23	452378.0	4214648.0	2171
151	001-00191-01-00	2019-08-05	2019-09-16	375685.0	4157639.0	42
152	001-00196-00-00	2006-03-06	2008-11-11	426416.0	4147559.0	981
153	001-00199-01-00	2013-03-26	2014-11-05	449103.0	4198942.0	589
154	001-00209-01-01	2015-03-18	2021-03-24	426675.0	4159372.0	2198
155	001-00216-01-00	2015-03-16	2020-11-13	409253.0	4204422.0	2069
156	001-00222-01-00	2010-03-12	2018-11-14	4099723.0	4120647.0	3169
157	001-00222-01-09	2015-03-25	2021-03-17	393378.0	4131944.0	2184
158	001-00227-02	2020-04-15	2021-03-23	448447.0	4198047.0	342
159	001-00236-00-A0	2006-04-20	2011-11-08	449041.0	4130342.0	2028
160	001-00251-00-00	2006-03-21	2008-11-18	398676.0	4179926.0	973
161	001-00255-02-01	2015-03-18	2021-03-22	454412.0	4213514.0	2196
162	001-00258-00-00	2006-04-26	2009-10-28	152783.0	4145000.0	1281
163	001-00259-00-00	2006-05-15	2014-11-12	515640.0	4184481.0	3103
164	001-00260-02-25	2013-04-17	2021-03-22	451383.0	4204288.0	2896
165	001-00271-00-00	2006-03-27	2006-06-12	530077.0	4248011.0	77
166	001-00271-01	2009-07-27	2018-11-13	530030.0	4247879.0	3396
167	001-00280-01	2009-03-09	2009-11-11	418383.0	4148544.0	247
168	001-00284-00-00	2006-04-11	2015-06-01	197444.0	4147134.0	3338
169	001-00286-01	2012-03-13	2013-11-19	369777.0	4163700.0	616
170	001-00290-01-1	2019-05-29	2020-11-18	450303.0	4131138.0	539
171	001-00291-00-00	2006-03-14	2007-11-20	424125.0	4191320.0	616
172	001-00303-00-00	2006-03-13	2007-10-01	492678.0	4225858.0	567
173	001-00318-00-00	2006-03-21	2008-09-10	310756.0	4076096.0	904
174	001-00319-00-00	2006-05-08	2011-11-07	392980.0	4132850.0	2009
175	001-00351-00-00	2008-03-18	2019-07-09	440985.0	4146511.0	4130
176	001-00351-01-00	2019-03-26	2020-11-16	440985.0	4146511.0	601
177	001-00351-01-01	2016-04-11	2016-10-17	440874.0	4146304.0	189
178	001-00353-07-0	2016-03-29	2018-11-13	525813.0	4242221.0	959
179	001-00366-05-00	2018-04-03	2021-03-15	391676.0	4132803.0	1077
180	001-00371-00-A0	2006-04-20	2018-11-06	450135.0	4132125.0	4583
181	001-00383-01	2010-03-17	2011-11-09	418206.0	4148277.0	602
182	001-00390-06-00	2011-03-22	2011-11-15	470009.0	4147946.0	238
183	001-00400-00-00	2007-07-09	2011-11-21	402223.0	4152950.0	1596
184	001-00412-02	2016-05-17	2021-03-24	525345.0	4242484.0	1772
185	001-00414-00-00	2006-03-22	2014-11-12	376934.0	4140028.0	3157
186	001-00428-00-00	2006-03-08	2007-11-12	391471.0	4195807.0	614
187	001-00434-00-00	2006-06-26	2007-11-26	440895.0	4146423.0	518
188	001-00439-01-00	2015-05-13	2017-11-21	390893.0	4132658.0	923
189	001-00457-00-00	2006-03-28	2019-10-28	503228.0	4174523.0	4962
190	001-00461-00-00	2006-06-26	2007-11-26	439891.0	4146703.0	518
191	001-00466-01	2009-07-28	2018-11-13	513599.0	4241894.0	3395
192	001-00482-01-01	2015-03-18	2021-03-24	425800.0	4158979.0	2198
193	001-00486-01-01	2018-04-04	2020-06-29	444588.0	4150783.0	817
194	001-00496-00-00	2007-03-21	2009-11-25	358607.0	4124299.0	980
195	001-00496-01	2012-03-21	2012-11-28	358649.0	4124327.0	252
196	001-00496-01-00	2011-03-16	2013-11-27	358649.0	4124327.0	987
197	001-00496-01-01	2010-03-10	2010-11-24	358649.0	4124327.0	259
198	001-00548-00-00	2006-05-02	2014-11-05	458844.88	4160017.61	3109
199	001-00589-01-00	2017-03-29	2017-05-17	438340.0	4144550.0	49
200	001-00589-01-01	2016-04-11	2016-10-17	438340.0	4144550.0	189
201	001-00595-00-00	2006-05-03	2020-11-18	397404.0	4124950.0	5313
202	001-00595-01-00	2019-03-27	2019-07-31	397404.0	4124950.0	126
203	001-006-1	2021-03-09	2021-03-24	464989.0	4221345.0	15
204	001-00600-03-00	2012-03-13	2020-11-10	368257.0	4143919.0	3164
205	001-00608-00-00	2006-05-25	2014-11-05	459361.26	4158594.97	3086
206	001-00613-00-A0	2006-06-06	2011-11-15	448123.0	4131919.0	1988
207	001-00634-02	2016-04-05	2020-11-16	459000.0	4159260.0	1686
208	001-00685-01	2019-03-26	2019-05-22			57
209	001-00726-00-00	2006-05-29	2008-11-11	487735.0	4183626.0	897
210	001-00772-00-00	2006-06-26	2011-11-14	439142.0	4143827.0	1967
211	001-00778-00-00	2009-03-09	2010-11-15	488084.0	4183942.0	616
212	001-00784-01	2009-07-27	2013-09-26	510336.0	4239965.0	1522
213	001-00788-00-00	2006-03-20	2007-11-14	523333.0	4236955.0	604
214	001-00788-00-10	2006-03-29	2006-11-15	523974.0	4236930.0	231
215	001-00829-01	2015-09-08	2015-11-04	439597.0	4143464.0	57
216	001-00841-01-1	2021-03-15	2021-03-15	439892.0	4143590.0	0
217	001-00859-00-00	2006-03-21	2006-11-21	502694.0	4174844.0	245
218	001-00863-00-10	2008-03-25	2020-11-18	395858.0	4124468.0	4621
219	001-00863-01-10	2019-03-27	2019-07-31	395858.0	4124468.0	126
220	001-00895-00-00	2006-03-28	2006-06-13	524697.0	4237882.0	77
221	001-01203	2009-03-24	2011-11-16	426097.0	4091370.0	967
222	002-00001-00-00	2006-03-15	2008-11-17	398019.0	4154746.0	978
223	002-00001-00-06	2008-05-13	2008-10-21	277247.0	4081516.0	161
224	002-00001-01-01	2010-03-09	2021-03-24	318250.0	4101652.0	4033
225	002-00001-04	2013-04-24	2019-04-10	276930.0	4256997.0	2177
226	002-00001-08-00	2017-03-08	2021-11-24	324493.0	4115352.0	1722
227	002-00002-00-00	2006-03-30	2014-05-28	557309.0	4137066.0	2981
228	002-00002-01	2011-07-20	2021-03-16	378089.0	4141229.0	3527
229	002-00002-02	2019-07-01	2019-10-14	372210.0	4158784.0	105
230	002-00003-05	2011-03-14	2021-03-15	412381.0	4117344.0	3654
231	002-00004-01-01	2018-05-23	2019-10-09	277177.17	4137061.45	504
232	002-00004-01-97	2021-03-17	2021-03-23	425275.0	4207965.0	6
233	002-00004-03-98	2020-08-11	2020-10-21	425051.0	4207812.0	71
234	002-00004-08-01	2015-03-16	2021-03-17	377966.0	4180671.0	2193
235	002-00005-003-0	2012-03-19	2012-04-09	343737.0	4147675.0	21
236	002-00005-003-3	2012-03-19	2012-11-26	343737.0	4147675.0	252
237	002-00005-03-3	2016-03-16	2021-03-16	343737.0	4147675.0	1826
238	002-00005-04	2009-03-16	2013-11-19	300257.0	4065929.0	1709
239	002-00007-00-00	2006-06-16	2007-11-07	300996.0	4089311.0	509
240	002-00007-00-C0	2008-03-07	2011-11-15	300996.0	4089311.0	1348
241	002-00007-01-01	2015-03-18	2016-11-23	368849.0	4145167.0	616
242	002-00008-01	2009-03-09	2012-03-12	422906.0	4138293.0	1099
243	002-00008-01-01	2010-03-10	2010-11-24	372264.0	4126001.0	259
244	002-00012-00-00	2006-03-28	2011-10-31	467507.0	4195672.0	2043
245	002-00012-06	2018-04-04	2020-11-17	329089.0	4181935.0	958
246	002-00014-01	2017-01-04	2017-10-04	277734.75	4137025.34	273
247	002-00014-07-00	2019-03-11	2021-03-29	325394.0	4113753.0	749
248	002-00015-01-04	2006-08-01	2020-11-16	443297.0	4094354.0	5221
249	002-00015-02-01	2011-03-15	2014-11-24	368748.0	4145423.0	1350
250	002-00016-01-01	2017-03-08	2018-11-12	325869.0	4113801.0	614
251	002-00018-00-00	2006-03-27	2006-07-03	343500.0	4150000.0	98
252	002-00019-00-00	2006-04-18	2009-11-23	348840.0	4118298.0	1315
253	002-00019-03-01	2010-03-10	2021-03-24	348839.0	4118278.0	4032
254	002-00020-00-00	2007-07-09	2011-11-22	402233.0	4152901.0	1597
255	002-00020-01	2009-03-01	2009-11-10	436068.0	4127734.0	254
256	002-00021-00-00	2006-04-04	2006-11-14	356284.0	4118075.0	224
257	002-00021-01-02	2016-04-11	2017-05-17	441126.0	4143702.0	401
258	002-00021-03	2019-03-18	2021-03-08	343589.0	4148267.0	721
259	002-00023-01-00	2014-03-14	2014-11-17	465895.0	4156336.0	248
260	002-00025-00-00	2006-03-22	2019-06-26	344167.0	4148364.0	4844
261	002-00025-01-00	2013-03-26	2021-03-16	440952.0	4222508.0	2912
262	002-00025-14-01	2010-03-10	2018-11-19	343399.0	4148540.0	3176
263	002-00026-01	2010-03-29	2015-03-18	437322.0	4127461.0	1815
264	002-00027-00-30	2008-06-24	2012-11-27	344054.0	4148338.0	1617
265	002-00028-00-00	2006-03-15	2007-11-21	342423.0	4224752.0	616
266	002-00028-03-03	2015-06-01	2021-03-17	342321.0	4224626.0	2116
267	002-00029-00-00	2006-08-01	2012-11-05	443297.0	4094354.0	2288
268	002-00029-04-01	2009-03-16	2015-05-25	342766.0	4224233.0	2261
269	002-00029-04-06	2011-03-15	2012-07-27	342766.0	4224233.0	500
270	002-00031-03	2013-04-17	2021-03-24	447535.0	4209706.0	2898
271	002-00033-00-00	2006-05-02	2011-11-07	468863.0	4220435.0	2015
272	002-00034-00-00	2006-05-17	2007-04-17	303080.0	4085273.0	335
273	002-00034-08	2020-04-15	2021-03-24	466814.0	4220630.0	343
274	002-00035-01-1	2017-03-08	2020-10-28	280932.0	4203386.0	1330
275	002-00036-00-00	2008-03-18	2019-06-25	341128.0	4148534.0	4116
276	002-00036-01-01	2018-04-23	2021-03-24	341128.0	4148534.0	1066
277	002-00037-00-00	2007-03-20	2010-10-05	345470.0	4150373.0	1295
278	002-00037-01-00	2010-03-17	2011-11-28	345470.0	4150373.0	621
279	002-00038-00-00	2017-03-08	2020-10-12	339255.0	4128184.0	1314
280	002-00039-00-00	2009-03-10	2009-10-12	380865.0	4119503.0	216
281	002-00039-02-01	2009-03-10	2009-11-23	380865.0	4119503.0	258
282	002-00039-02-1	2010-03-08	2011-11-22	380845.0	4119503.0	624
283	002-00042-00-00	2006-06-16	2011-11-08	302461.0	4089935.0	1971
284	002-00044-04-00	2009-05-06	2014-11-26	371511.0	4164515.0	2030
285	002-00045-00-00	2006-03-22	2009-11-18	344450.0	4149932.0	1337
286	002-00045-01-1	2017-03-08	2021-03-24	309687.0	4100868.0	1477
287	002-00045-04-00	2009-03-23	2009-11-23	344475.0	4149613.0	245
288	002-00045-04-01	2010-03-10	2011-11-28	344475.0	4149613.0	628
289	002-00047-00-01	2006-04-17	2008-11-04	294503.0	4083056.0	932
290	002-00050-00-00	2006-04-18	2007-11-12	466403.0	4220712.0	573
291	002-00051-00-00	2006-03-13	2007-11-13	423271.0	4205740.0	610
292	002-00053-01	2009-08-11	2018-11-13	523154.0	4229971.0	3381
293	002-00053-03-01	2017-03-15	2021-03-24	339077.0	4128398.0	1470
294	002-00053-14-00	2017-03-13	2021-03-30	326599.0	4124438.0	1478
295	002-00053-27-1	2010-03-09	2012-11-27	351583.0	4150510.0	994
296	002-00056-00-00	2007-04-18	2007-06-27	523224.0	4234408.0	70
297	002-00058-02-01	2017-03-22	2021-03-24	425130.0	4171362.0	1463
298	002-00059-00-00	2006-05-08	2011-10-31	453599.0	4187270.0	2002
299	002-00059-01	2014-03-18	2019-11-12	370081.0	4112178.0	2065
300	002-00059-01-01	2017-04-11	2020-10-19	453448.0	4184059.0	1287
301	002-00060-00-00	2008-03-17	2009-08-03	370038.0	4111855.0	504
302	002-00060-03-01	2009-03-09	2011-11-21	370038.0	4111855.0	987
303	002-00061-01-00	2010-03-23	2011-11-14	458419.0	4146369.0	601
304	002-00062-00-00	2006-04-03	2009-07-20	319994.0	4100366.0	1204
305	002-00062-05-01	2009-03-10	2009-11-23	319994.0	4100366.0	258
306	002-00064-00-00	2007-06-06	2007-11-14	523410.0	4234105.0	161
307	002-00064-00-10	2006-03-29	2006-11-15	523410.0	4234105.0	231
308	002-00064-03	2016-03-15	2021-03-16	393137.0	4160333.0	1827
309	002-00065-00-00	2010-03-16	2010-11-16	448879.0	4154919.0	245
310	002-00065-01	2011-03-30	2011-11-16	448896.0	4154546.0	231
311	002-00068-00-10	2008-07-30	2009-03-18			231
312	002-00069-01-00	2017-03-21	2021-03-24	379765.0	4118170.0	1464
313	002-00069-01-01	2017-03-07	2017-11-07	430998.0	4220220.0	245
314	002-00071-00-00	2006-05-23	2012-11-05	427921.0	4092109.0	2358
315	002-00072-02-01	2017-03-08	2020-09-08	431470.0	4214300.0	1280
316	002-00077-00-00	2006-04-25	2008-11-18	381357.0	4118205.0	938
317	002-00077-02-00	2015-04-01	2015-06-24	413691.0	4105314.0	84
318	002-00077-06	2010-03-16	2014-10-29	413810.0	4105518.0	1688
319	002-00078-02-00	2011-05-11	2015-11-18	342187.0	4146335.0	1652
320	002-00082-00-00	2006-03-20	2008-09-10	300172.0	4070553.0	905
321	002-00085-00-00	2006-03-22	2008-11-24	342699.0	4145991.0	978
322	002-00085-01-01	2020-03-11	2021-03-31	352194.0	4125366.0	385
323	002-00086-00-00	2006-03-13	2008-11-24	371365.0	4162626.0	987
324	002-00087-02-00	2017-03-22	2018-11-07	330715.0	4140277.0	595
325	002-00087-08-01	2019-03-20	2021-03-31	330715.0	4140277.0	742
326	002-00088-00-00	2006-07-19	2008-11-12	424131.0	4171300.0	847
327	002-00090-01	2009-03-10	2021-03-23	427623.0	4149077.0	4396
328	002-00092-00-00	2006-03-14	2007-11-20	302833.0	4088988.0	616
329	002-00092-00-A0	2008-03-07	2017-11-14	302833.0	4088988.0	3539
330	002-00092-01-01	2018-04-17	2021-03-23	302833.0	4088988.0	1071
331	002-00093-00-00	2006-05-02	2007-11-27	437043.0	4143477.0	574
332	002-00093-01	2009-03-09	2012-03-14	430575.0	4143126.0	1101
333	002-00094-00-00	2006-03-22	2009-11-16	449246.0	412104.0	1335
334	002-00095-01	2013-03-25	2014-10-29	410878.0	4191868.0	583
335	002-00100-00-00	2007-06-06	2007-11-14	522005.0	4229836.0	161
336	002-00100-00-10	2006-03-29	2006-11-15	522005.0	4229836.0	231
337	002-00102-00-00	2006-03-22	2008-11-04	430975.0	4220134.0	958
338	002-00106-01	2011-03-14	2015-11-09	398793.0	4173594.0	1701
339	002-00107-01-01	2019-03-27	2021-03-22	336012.0	4127130.0	726
340	002-00108-00-00	2017-03-22	2020-10-14	335904.0	4127364.0	1302
341	002-00108-01	2014-03-18	2014-06-04	423885.0	4192375.0	78
342	002-00115-00-00	2006-07-11	2008-11-10	429666.0	4162048.0	853
343	002-00116-00-00	2006-03-28	2020-09-08	525707.0	4241048.0	5278
344	002-00116-01	2009-07-28	2015-11-03	525689.0	4241045.0	2289
345	002-00120-01-00	2011-03-16	2011-11-30	385583.0	4148386.0	259
346	002-00126-00-00	2008-03-01	2017-06-05	412053.0	4105424.0	3383
347	002-00132-00-00	2006-06-05	2007-11-26	363308.0	4115060.0	539
348	002-00134-00-00	2008-03-17	2015-10-27	436306.0	4143102.0	2780
349	002-00134-01-01	2017-03-29	2020-11-17	436306.0	4143102.0	1329
350	002-00134-01-02	2016-04-12	2016-10-25	436195.0	4142897.0	196
351	002-00138-01-00	2017-03-22	2021-03-31	332592.0	4138872.0	1470
352	002-00140-01-01	2013-03-18	2013-11-11	422863.0	4178661.0	238
353	002-00142-07	2018-04-03	2020-11-17	490799.0	4155145.0	959
354	002-00148-00-13	2008-04-16	2008-11-12	412398.0	4107467.0	210
355	002-00151-02-1	2021-03-17	2021-03-17	436919.0	4142510.0	0
356	002-00156-01-00	2012-03-12	2012-10-29	409229.0	4152698.0	231
357	002-00157-00-00	2006-05-03	2010-11-16	394814.0	4123450.0	1658
358	002-00158-00-00	2006-04-03	2009-11-23	373040.0	4110656.0	1330
359	002-00158-01-01	2010-03-08	2011-11-21	373040.0	4110656.0	623
360	002-00159-00-00	2006-09-13	2009-10-06	408995.0	4152960.0	1119
361	002-00160-01	2009-03-17	2013-11-19	308717.0	4066934.0	1708
362	002-00165-00-00	2006-05-29	2010-11-15	491446.0	4186050.0	1631
363	002-00167-00-00	2006-04-26	2014-11-05	451572.0	4090706.0	3115
364	002-00167-01-1	2017-03-06	2021-03-29	307775.0	4102656.0	1484
365	002-00169-01-01	2015-03-16	2015-11-10	458410.0	4157156.0	239
366	002-00170-01	2017-06-12	2018-11-12	406832.0	4113113.0	518
367	002-00170-02-01	2017-03-15	2021-03-24	336730.0	4125014.0	1470
