codparcela	min_fecha	max_fecha	102_coordenada_x_(utm)	103_coordenada_y_(utm)	days	lat	lon
020-00214-00-00	2006-03-10	2021-09-23	377518.0	4197104.0	5676	37.91323881011201	-4.393379823463809
009-00015-00-00	2006-03-22	2021-09-23	311584.0	4174787.0	5664	37.70096565030806	-5.137257363226295
003-00073-00-00	2006-05-08	2021-09-23	491145.0	4194796.0	5617	37.90064273951696	-3.1007215301095234
043-00145-00-00	2006-03-01	2021-03-16	416689.344	4134089.73	5494	37.34977161667904	-3.9406415308320057
015-00002-00-00	2006-03-08	2021-03-16	297633.0	4167623.0	5487	37.63347170545013	-5.293407945399714
043-00190-00-00	2006-05-08	2021-03-16	414104.93	4132252.31	5426	37.33297604554471	-3.969604852434957
017-00291-00-00	2006-05-08	2021-03-15	412711.85	4128357.65	5425	37.29774507238627	-3.9848700856522625
026-00192-00-00	2006-05-10	2021-03-16	402270.48	4131473.94	5424	37.32479107118931	-4.103071237089492
039-00017-00-00	2006-05-10	2021-03-15	411587.22	4136549.98	5423	37.37147257808031	-3.9985344418955147
044-00049-00-00	2006-05-29	2021-03-23	467394.0	4201417.0	5412	37.95977542557904	-3.371174755709975
094-00150-00-00	2006-05-30	2021-03-24	466016.0	4209316.0	5412	38.030916215838545	-3.387235189887436
089-00337-00-00	2006-05-30	2021-03-24	468356.0	4202406.0	5412	37.96872310172084	-3.3602674509739594
087-00093-00-00	2006-05-29	2021-03-23	470794.0	4202116.0	5412	37.96619111978205	-3.3324994423453163
019-00190-00-00	2006-05-29	2021-03-22	476105.0	4200835.0	5411	37.954801002598266	-3.2719937951324294
066-00006-00-00	2006-05-29	2021-03-22	467102.0	4214890.0	5411	38.081192666136204	-3.375117194489899
035-00082-00-00	2006-05-29	2021-03-22	470074.0	4195001.0	5411	37.90204129770603	-3.3404003998187504
075-00180-00-00	2006-05-30	2021-03-23	471077.0	4210428.0	5411	38.04111411941152	-3.329612824539147
048-00088-00-00	2006-05-31	2021-03-23	465391.0	4204777.0	5410	37.98998403535303	-3.394137589303364
051-00254-00-00	2006-05-31	2021-03-23	464622.0	4206448.0	5410	38.00501455191298	-3.4029773892165958
055-00156-00-00	2006-05-31	2021-03-23	464479.0	4209775.0	5410	38.03499402581073	-3.404771110542699
007-00825-00-00	2006-05-31	2021-03-23	461033.0	4210543.0	5410	38.04177393328792	-3.444079941519411
084-00148-00-00	2006-05-31	2021-03-22	471181.0	4203183.0	5409	37.97582014368623	-3.328136461286181
085-00269-00-00	2006-05-31	2021-03-22	469158.0	4203940.0	5409	37.982576295906995	-3.3512026995465547
074-00035-00-00	2006-06-12	2021-03-16	406885.5	4132929.88	5391	37.33838670145393	-4.051172624723182
034-00051-00-00	2006-06-12	2021-03-15	408964.27	4136444.65	5390	37.370269504250366	-4.0281408010035396
051-00015-00-00	2006-06-13	2021-03-15	410241.46	4129479.36	5389	37.30761933541228	-4.0128750987674175
018-00022-00-00	2006-06-13	2021-03-15	411709.43	4126623.91	5389	37.2820248772215	-3.9959728082542925
009-00151-00-00	2006-06-14	2021-03-15	412897.94	4136372.82	5388	37.369999964290265	-3.9837123218659536
004-00360-00-00	2006-03-01	2020-11-17	393624.0	4122256.0	5375	37.24076887322799	-4.199325991906506
004-00001-00-00	2006-03-08	2020-11-16	393341.0	4160456.0	5367	37.584987288711616	-4.208032637201024
001-00595-00-00	2006-05-03	2020-11-18	397404.0	4124950.0	5313	37.265471668072145	-4.157088109657824
006-00118-00-00	2006-05-03	2020-11-17	398697.0	4125303.0	5312	37.26879459842703	-4.142556258925473
011-00041-00-00	2006-05-02	2020-11-11	469045.0	4212192.0	5307	38.05694523577862	-3.352845851124573
003-00085-00-00	2006-05-08	2020-11-17	395893.0	4133707.0	5307	37.344222559499805	-4.175353873248886
011-00177-00-00	2006-05-09	2020-11-17	394110.0	4131045.0	5306	37.320031040306226	-4.195099596552524
004-00349-00-00	2006-05-08	2020-11-16	399430.0	4130790.0	5306	37.31832408707676	-4.135033302036491
047-00007-00-00	2006-05-02	2020-11-10	466490.0	4204248.0	5306	37.98525758141674	-3.381597414723133
052-00099-00-00	2006-05-02	2020-11-09	465013.0	4207631.0	5305	38.01569171210282	-3.3985814815587054
004-00043-00-00	2006-05-09	2020-11-11	442114.0	4175601.0	5300	37.72584767336871	-3.656872421962993
055-00067-00-00	2006-05-09	2020-11-11	464403.0	4210477.0	5300	38.04131789683562	-3.405672030302368
006-00166-05-01	2006-05-17	2020-11-17	419205.0	4100272.0	5298	37.04519526956531	-3.9085806770933447
003-00085-01-03	2006-05-23	2020-11-18	427921.0	4092109.0	5293	36.972328069116266	-3.809793352964995
004-00061-00-00	2006-05-22	2020-11-17	433482.0	4103210.0	5293	37.072797992809896	-3.7483024228314625
016-00244-00-00	2006-05-16	2020-11-09	472315.0	4205894.0	5291	38.000289103894374	-3.3153293514641424
002-00116-00-00	2006-03-28	2020-09-08	525707.0	4241048.0	5278	38.31717409379027	-2.705929892905124
004-00005-00-00	2006-05-02	2020-09-22	447037.0	4123226.0	5257	37.254080004684596	-3.597240162605662
006-00159-00-00	2006-04-19	2020-09-01	447636.0	4218796.0	5249	38.11547653146519	-3.5973543761924205
003-00022-00-00	2006-06-15	2020-10-12	297768.0	4092145.0	5233	36.95368490574282	-5.271337430470288
004-00007-01-04	2006-07-31	2020-11-17	442113.0	4098380.0	5223	37.02983429842275	-3.6508411725973993
011-00499-01-02	2006-08-01	2020-11-17	429579.0	4115722.0	5222	37.18528813797343	-3.7933824232660616
006-00002-00-00	2006-06-27	2020-10-12	439756.0	4139999.0	5221	37.40481734689865	-3.680702400269603
007-00159-00-00	2006-08-01	2020-11-16	424856.0	4113585.0	5221	37.16565874110439	-3.846373016762209
002-00015-01-04	2006-08-01	2020-11-16	443297.0	4094354.0	5221	36.9936167934395	-3.637226807744227
005-00013-00-00	2006-03-20	2020-06-17	374489.0	4163197.0	5203	37.607307711234874	-4.421966943854631
012-00001-00-00	2007-03-16	2021-03-18	40358845.0	411907118.0	5116	-9999999.0	-9999999.0
082-00029-00-00	2007-04-09	2021-03-22	469249.0	4205985.0	5096	38.00101044666275	-3.350254111413311
033-00048-00-00	2006-04-24	2020-03-24	455662.0	4147010.0	5083	37.46890850727424	-3.501407904552018
005-00012-00-00	2007-03-16	2020-10-20	375314.0	4171953.0	4967	37.6863175736712	-4.414118121073746
001-00457-00-00	2006-03-28	2019-10-28	503228.0	4174523.0	4962	37.71795568430158	-2.9633733376091347
025-00020-00-00	2007-03-28	2020-10-07	427641.0	4213682.0	4942	38.068009023940206	-3.824914979137761
010-00201-00-00	2006-05-08	2019-10-28	390433.0	4126646.0	4921	37.27996145303189	-4.235941454670924
011-00021-00-00	2006-03-14	2019-07-10	366398.0	4161125.0	4866	37.58749827672235	-4.5132266421918334
017-00204-00-00	2006-05-10	2019-09-03	385740.0	4109628.0	4864	37.12603347280037	-4.28626207773435
013-00003-00-00	2006-03-29	2019-07-23	411854.0	4116759.0	4864	37.193129032014916	-3.9931749630233964
008-00029-00-00	2006-03-07	2019-06-26	438795.0	4130400.0	4859	37.31823642965845	-3.690766611025775
010-00031-00-00	2006-03-08	2019-06-26	348260.0	4141351.0	4858	37.406530082757726	-4.714505983937759
007-00034-00-00	2006-03-21	2019-07-08	447531.0	4141819.0	4857	37.421694703405905	-3.5929858999003677
024-00189-00-00	2006-04-17	2019-07-23	394339.07	4114440.36	4845	37.17041440889411	-4.190158868180498
009-00095-00-00	2006-04-17	2019-07-23	404372.75	4124387.69	4845	37.26114590261838	-4.078434741075848
012-00207-00-00	2006-04-17	2019-07-23	401969.94	4117129.94	4845	37.19548624098955	-4.10457326006186
018-00040-00-00	2006-04-17	2019-07-23	390763.18	4110877.11	4845	37.137890646804244	-4.229908848628968
022-00278-00-00	2006-04-17	2019-07-23	387292.36	4112852.2	4845	37.15527826283598	-4.269276033724415
006-00658-00-00	2006-04-17	2019-07-23	397652.6	4127319.72	4845	37.28685536440827	-4.15461106982522
001-00101-00-00	2006-04-17	2019-07-23	385701.0	4117859.58	4845	37.20021088366303	-4.287959273131923
025-00091-00-00	2006-04-17	2019-07-23	396379.47	4118733.79	4845	37.20933652101382	-4.167776077645614
002-00025-00-00	2006-03-22	2019-06-26	344167.0	4148364.0	4844	37.46903407641861	-4.762214301431152
010-00058-00-00	2006-03-22	2019-06-26	383806.0	4136127.0	4844	37.364596134369904	-4.312163081369291
038-00001-00-00	2006-03-21	2019-06-24	387418.0	4170415.0	4843	37.67402455472729	-4.276636792049761
049-00048-00-00	2006-03-29	2019-06-26	349999.0	4146012.0	4837	37.44880812085207	-4.6958122234539585
008-00091-00-00	2006-03-29	2019-06-26	347840.0	4143795.0	4837	37.42848094423859	-4.719753178636466
003-00040-00-00	2006-03-29	2019-06-26	344418.0	4144782.0	4837	37.43680440936356	-4.758621156721248
033-00069-00--1	2006-03-29	2019-06-25	338881.0	4141168.0	4836	37.40329744543954	-4.820391650691438
027-00207-00--1	2006-03-29	2019-06-25	339123.0	4139646.0	4836	37.389627382919066	-4.817327472355952
027-00188-00--1	2006-03-29	2019-06-25	340370.0	4139733.0	4836	37.390626814915194	-4.8032660722787615
025-00209-00--1	2006-03-29	2019-06-25	341774.0	4135978.0	4836	37.35703704450102	-4.786610014159893
020-00166-00-00	2006-04-18	2019-07-08	541359.0	4189125.0	4829	37.848634237160844	-2.529892380867938
009-00057-00-00	2006-04-24	2019-07-10	450393.0	4139954.0	4825	37.40504259272831	-3.5605167775912316
010-00214-00-00	2006-05-01	2019-07-15	399443.0	4119776.0	4823	37.21906457825697	-4.133397670889736
024-00131-00-00	2006-04-24	2019-07-08	455886.0	4139756.0	4823	37.40353586593661	-3.498441023167343
004-00009-00-00	2006-04-11	2019-06-25	301832.0	4088022.0	4823	36.917410207365386	-5.224644620025368
010-00005-00-00	2006-04-27	2019-07-10	563539.0	4104416.0	4822	37.08387508661774	-2.2851057148335
009-00145-00-00	2006-05-10	2019-07-17	407332.778	4112257.641	4816	37.15212180304377	-4.043551665004162
006-00001-00-00	2006-05-09	2019-07-08	444234.0	4142699.0	4808	37.429433576489934	-3.630311906023352
017-00002-00-00	2006-04-27	2019-06-24	572595.0	4117053.0	4806	37.1971181970455	-2.181997527498327
020-00168-00-00	2006-05-31	2019-07-23	390042.89	4111189.63	4801	37.140622694108444	-4.238062852128446
025-00067-00-00	2006-05-30	2019-07-09	454682.0	4142124.0	4788	37.42482155484272	-3.5121897637440154
027-00014-00-00	2006-05-30	2019-07-08	379800.0	4217697.0	4787	38.09909259405933	-4.370877377361862
029-00293-00-00	2006-05-30	2019-07-08	450589.0	4141358.0	4787	37.41770784639505	-3.5583961697661017
012-00020-00-00	2006-06-05	2019-07-10	438982.0	4133215.0	4783	37.34362109144805	-3.6888878869742614
003-00011-00-00	2006-07-12	2019-07-25	443405.52	4134015.6	4761	37.351117430939716	-3.639010835144457
005-00090-00-00	2006-06-28	2019-07-09	448042.0	4146117.0	4759	37.46046261576446	-3.5875138439486776
010-00078-00-00	2008-04-02	2021-03-29	724310.0	4131561.0	4744	37.30364419971037	-0.46910509410291285
044-00104-00-00	2007-04-04	2020-03-24	453035.0	4148453.0	4738	37.48178493160726	-3.531206936972244
043-00030-00-00	2006-07-25	2019-07-10	451372.0	4150909.0	4733	37.503835437929354	-3.5501782043645305
013-00144-00-00	2006-07-12	2019-06-26	435502.0	4133190.0	4732	37.34316046617134	-3.7281717858577776
029-00290-00-00	2006-07-25	2019-07-09	449956.0	4141549.0	4732	37.41939539244743	-3.565562363862443
002-00344-00-00	2006-07-25	2019-07-09	442482.0	4152206.0	4732	37.51501412710819	-3.650855864218663
007-00549-00-00	2006-07-24	2019-06-26	437294.0	4139305.0	4720	37.39839881570761	-3.708459961580467
006-00111-00-00	2006-07-24	2019-04-30	439353.47	4137043.38	4663	37.37815152113031	-3.685007872151911
013-00318-00-00	2006-10-04	2019-06-26	437849.0	4133995.0	4648	37.35057623089756	-3.7017439176288747
005-00061-00-00	2008-03-18	2020-11-17	440924.0	4140923.0	4627	37.41322077710494	-3.6675797884840544
002-00885-00-10	2008-03-24	2020-11-18	395410.0	4122011.0	4622	37.23876310547058	-4.1791594319436784
001-00863-00-10	2008-03-25	2020-11-18	395858.0	4124468.0	4621	37.260956140919866	-4.174453271471075
005-00394-00-00	2007-03-05	2019-10-28	507837.0	4169810.0	4620	37.67544789866133	-2.9111278518367145
007-00022-00-00	2006-03-28	2018-11-19	347968.0	4145572.0	4619	37.444512214631935	-4.718673264486308
032-00060-00-00	2006-03-28	2018-11-19	339820.0	4141178.0	4619	37.403550381138864	-4.809789446790949
016-00012-00-00	2006-03-28	2018-11-19	350684.0	4139046.0	4619	37.386156190689675	-4.6866626409190655
019-00004-00-00	2006-03-28	2018-11-19	338959.0	4146469.0	4619	37.45106887470206	-4.820667311733972
011-00085-00-00	2006-03-27	2018-11-12	528698.0	4250523.0	4613	38.40247389979892	-2.6713295812288878
010-00008-00-00	2007-03-14	2019-10-29	504696.0	4170319.0	4612	37.68005717549631	-2.9467437214289762
090-00580-00-00	2008-03-31	2020-11-10	468121.0	4202619.0	4607	37.97063459677433	-3.362952331696931
048-00002-00-00	2008-03-31	2020-11-09	466231.0	4205202.0	4606	37.993846103813375	-3.3845916182936766
013-00001-00-10	2008-04-09	2020-11-18	416409.0	4098319.0	4606	37.02734763099021	-3.939802351151394
009-00006-00-00	2006-04-18	2018-11-12	383919.0	4178633.0	4591	37.74764049153047	-4.317615398496169
003-00210-00-A0	2006-04-20	2018-11-06	448287.0	4135076.0	4583	37.360960144217636	-3.583970606770044
003-00039-00-A0	2006-04-20	2018-11-06	445878.0	4132439.0	4583	37.33705442287459	-3.6109802871575107
001-00371-00-A0	2006-04-20	2018-11-06	450135.0	4132125.0	4583	37.33446259955106	-3.5629043366342477
014-00016-00-00	2009-03-10	2021-09-23	319246.0	4180028.0	4580	37.74971718001218	-5.051699672819618
004-00004-00-00	2008-03-26	2020-09-09	373822.0	4166498.0	4550	37.6369606349811	-4.430091302288678
001-00036-01-06	2006-05-23	2018-11-05	424922.0	4098497.0	4549	37.029671403099876	-3.844119584694463
018-00051-00-00	2006-06-15	2018-11-27	301115.0	4090039.0	4548	36.93542771841528	-5.233218286620222
001-00137-01-01	2006-05-23	2018-10-24	425231.0	4104983.0	4537	37.0881567594126	-3.8412910280520656
001-00130-00-A0	2006-06-06	2018-11-06	446964.0	4130514.0	4536	37.31976623429074	-3.5985834441883027
004-00018-00-00	2006-06-05	2018-11-05	426615.0	4111509.0	4536	37.14708707080524	-3.8263590030267896
002-00599-00-A0	2006-07-04	2018-11-06	445698.0	4131659.0	4508	37.33001345699163	-3.6129550636374126
009-00106-00-00	2007-04-09	2019-07-23	406922.0	4111043.0	4488	37.141133797212504	-4.048025769547881
025-00105-00--1	2007-03-13	2019-06-25	340739.0	4137207.0	4487	37.3679325613701	-4.798555804456645
024-00002-00-00	2007-03-16	2019-06-24	390727.0	4171285.0	4483	37.68226452493498	-4.239252588505269
067-00016-00-00	2007-03-16	2019-06-24	376639.0	4158446.0	4483	37.564788129361304	-4.396815045872919
038-00024-00-00	2007-03-16	2019-06-24	387627.0	4169186.0	4483	37.662975448926225	-4.274077983332475
006-00078-01-04	2006-07-31	2018-11-07	424062.0	4103628.0	4482	37.075849704168256	-3.8543060756653125
019-00017-00-00	2007-03-20	2019-06-26	339263.0	4145447.0	4481	37.44191435785003	-4.81700922429349
006-00013-01-04	2006-07-31	2018-11-05	441331.0	4103508.0	4480	37.07600825940467	-3.660033105648464
008-00113-01-04	2006-08-01	2018-11-06	440856.0	4104781.0	4480	37.08745283743444	-3.6654768776749806
008-00359-00-01	2007-03-24	2019-06-26	435117.97	4138552.56	4477	37.391467154564104	-3.732977156930133
003-00103-00-00	2007-03-28	2019-06-26	387552.0	4147294.0	4473	37.46569007550202	-4.271570044200894
015-00078-01-08	2006-07-31	2018-10-09	437038.0	4095812.0	4453	37.00636041607111	-3.7076824359098715
001-00021-06-08	2006-08-01	2018-09-04	421674.0	4111002.0	4417	37.14211646196185	-3.881938737459252
013-00030-01-01	2009-03-11	2021-03-29	321350.0	4091255.0	4401	36.950437042938034	-5.006426889110992
008-00041-05	2009-03-09	2021-03-23	421753.0	4149994.0	4397	37.49355296301974	-3.885161146990544
064-00020-01	2009-03-10	2021-03-24	414756.0	4141856.0	4397	37.4195900656057	-3.9633628344426106
004-00013-02	2009-03-09	2021-03-23	437463.0	4142547.0	4397	37.42763075007217	-3.7068252404939668
023-00086-01	2009-03-09	2021-03-23	409131.0	4147456.0	4397	37.469523859949625	-4.0276133308682995
020-00109-01	2009-03-10	2021-03-24	427717.0	4133382.0	4397	37.344317361807825	-3.81607417239562
071-00148-03	2009-03-10	2021-03-24	414996.0	4146493.0	4397	37.4614030364965	-3.961185317390108
003-00049-01	2009-03-09	2021-03-23	433239.0	4142752.0	4397	37.42918331844879	-3.7545819327230463
025-00158-01	2009-03-09	2021-03-23	409756.0	4148580.0	4397	37.47971490500038	-4.020684163849034
062-00182-01	2009-03-10	2021-03-24	455346.0	4140080.0	4397	37.4064303495139	-3.504561813542561
036-00249-01	2009-03-09	2021-03-23	427275.0	4144232.0	4397	37.442072809016445	-3.822131263631949
017-00033-05	2009-03-10	2021-03-24	430984.0	4136224.0	4397	37.370181122920215	-3.779457832092069
076-00068-01	2009-03-10	2021-03-24	413234.0	4140550.0	4397	37.407678362890216	-3.9804076003412354
011-00256-01	2009-03-09	2021-03-23	420898.0	4448620.0	4397	40.1842375468164	-3.9291853907715675
070-00094-01	2009-03-10	2021-03-24	415805.0	4145678.0	4397	37.45413191001391	-3.951945569022621
040-00015-02-00	2009-03-11	2021-03-24	351751.0	4112918.0	4396	37.15090968758236	-4.669407747710682
003-00072-01	2009-03-09	2021-03-22	333876.0	4167258.0	4396	37.637452304985224	-4.882811669159644
002-00364-02	2009-03-09	2021-03-22	418933.0	4150616.0	4396	37.4989154313488	-3.917126987576854
003-00220-02-01	2009-03-09	2021-03-22	296685.0	4095204.0	4396	36.98100501118995	-5.2843157739294755
079-00097-02	2009-03-10	2021-03-23	414076.0	4143476.0	4396	37.43412741392045	-3.9712352755600313
004-00043-01	2009-03-10	2021-03-23	428046.0	4149727.0	4396	37.491658479765974	-3.8139529788265123
057-00126-01	2009-03-10	2021-03-23	420164.0	4140114.0	4396	37.40437219985154	-3.9020645948741848
004-00098-01	2009-03-11	2021-03-24	434964.0	4146655.0	4396	37.4644839201367	-3.7354304838346466
003-00062-01	2009-03-09	2021-03-22	423764.0	4136963.0	4396	37.37627615088436	-3.8610677004026783
001-00010-01	2009-03-09	2021-03-22	419997.0	4137650.0	4396	37.38215048319068	-3.9036846524491393
004-00030-01	2009-03-09	2021-03-22	420906.0	4152243.0	4396	37.5137500317148	-3.8949836227249697
059-00110-02	2009-03-10	2021-03-23	418524.0	4939022.0	4396	44.59993159214332	-4.026638666255666
003-00010-02	2009-03-11	2021-03-24	430655.0	4145666.0	4396	37.455256898563036	-3.784059756465683
027-00545-01	2009-03-09	2021-03-22	408872.0	4150267.0	4396	37.49483173657484	-4.030889891080262
002-00090-01	2009-03-10	2021-03-23	427623.0	4149077.0	4396	37.48576712176525	-3.818673624113539
001-00180-02	2009-03-10	2021-03-23	426130.0	4148282.0	4396	37.47848377709169	-3.8354798884153842
045-00138-01	2009-03-09	2021-03-22	423706.0	4139539.0	4396	37.399488392837235	-3.861988512122444
038-00031-01-00	2009-03-11	2021-03-24	361136.0	4105687.0	4396	37.0871933179382	-4.562421964245533
010-00245-01	2009-03-10	2021-03-23	422533.0	4148306.0	4396	37.47840542142377	-3.8761607275928434
029-00030-01	2009-03-09	2021-03-22	407370.0	4148989.0	4396	37.48316469540228	-4.04771786704761
021-00236-02	2009-03-11	2021-03-24	413763.0	4148879.0	4396	37.48279240550295	-3.9754050864907375
013-00019-01-00	2009-03-11	2021-03-24	347836.0	4108554.0	4396	37.11096013541161	-4.71258962010007
046-00028-01	2009-03-09	2021-03-22	422636.0	4140695.0	4396	37.409818399745255	-3.8741974045648186
006-00025-02	2009-03-09	2021-03-22	427077.0	4138566.0	4396	37.390990357167304	-3.823809811788889
007-00020-01-00	2009-03-11	2021-03-24	355972.0	4122336.0	4396	37.23643056111452	-4.623710082212892
015-00115-01	2009-03-11	2021-03-24	411799.0	4151815.0	4396	37.50906705417405	-3.997968421236261
008-00649-02	2009-03-10	2021-03-22	425095.0	4148718.0	4395	37.482329967849424	-3.8472290864226166
007-00014-02	2009-03-11	2021-03-23	420134.0	4114543.0	4395	37.17390148015105	-3.8996551065907394
006-00186-01	2009-03-10	2021-03-22	426605.0	4151797.0	4395	37.5102013748926	-3.830458817705032
008-00208-01	2009-03-10	2021-03-22	431260.0	4139204.0	4395	37.39706040741689	-3.776617953628154
019-00001-02	2009-03-11	2021-03-23	370576.0	4119393.0	4395	37.212053517857505	-4.458611359178215
031-00202-01	2009-03-10	2021-03-22	424476.0	4146491.0	4395	37.46220826359759	-3.854001303853562
034-00067-01	2009-03-10	2021-03-22	425070.0	4145617.0	4395	37.45437947419557	-3.847196342933305
005-00244-01	2009-03-10	2021-03-22	427153.0	4150166.0	4395	37.49554504628051	-3.8240972347967226
010-00187-02	2009-03-10	2021-03-22	430431.0	4137293.0	4395	37.37977470558274	-3.785803318706681
001-00004-01-0	2009-03-10	2021-03-22	435536.0	4124949.0	4395	37.26888476057728	-3.7270724124943264
017-00274-02	2009-03-11	2021-03-22	416612.0	4149849.0	4394	37.491796120196064	-3.943294751930892
032-00137-01	2009-03-11	2021-03-22	427519.0	4146369.0	4394	37.461352350501706	-3.8195833172266123
011-00142-04	2009-03-11	2021-03-22	415089.0	4137187.0	4394	37.37754105223332	-3.9590635871420914
009-00079-02-0	2009-03-11	2021-03-22	404856.0	4151669.0	4394	37.50706150654038	-4.076495298572137
038-00003-03	2009-03-11	2021-03-22	411578.0	4136362.0	4394	37.36977753074385	-3.998616099413075
009-00033-04	2009-03-11	2021-03-22	414025.0	4138459.0	4394	37.38890694959317	-3.971227679524133
006-00023-01	2009-03-11	2021-03-22	406168.0	4152863.0	4394	37.51795629117501	-4.0618056269560165
043-00069-02	2009-03-09	2021-03-17	425787.0	4139110.0	4391	37.39579093528266	-3.8384361164456684
066-00076-02	2009-03-10	2021-03-17	416189.0	4143149.0	4390	37.431374141138825	-3.9473170230095933
055-00111-01	2009-03-10	2021-03-17	419250.0	4142554.0	4390	37.4262838283847	-3.912657477393251
056-00029-01	2009-03-10	2021-03-17	417955.0	4141066.0	4390	37.41275916864161	-3.927126808097568
024-00383-01-00	2009-03-09	2021-03-16	395145.0	4115501.0	4390	37.180063974686014	-4.181231505698884
025-00214-01-00	2009-03-09	2021-03-16	396379.0	4118733.0	4390	37.20932934913508	-4.167781263689814
012-00258-04-00	2009-03-09	2021-03-16	401875.0	4114836.0	4390	37.174802208246554	-4.10534147030689
020-00122-02-00	2009-03-09	2021-03-16	390043.0	4111175.0	4390	37.14049085993975	-4.238059464870254
022-00008-02	2009-03-11	2021-03-17	414199.0	4121177.0	4389	37.23316620120543	-3.9672646488612235
022-00086-03-00	2009-03-09	2021-03-15	392573.0	4113756.0	4389	37.16404539654061	-4.209949430033379
005-00251-01	2009-03-10	2021-03-16	424268.0	4133411.0	4389	37.34430373123889	-3.8550124316684293
047-00173-01-00	2009-03-24	2021-03-30	164031.0	4149503.0	4389	37.431406264697394	-6.7967782587909635
013-00033-08	2009-03-09	2021-03-15	427494.0	4136877.0	4389	37.375800256115525	-3.8189338344430963
013-00021-01-00	2009-03-09	2021-03-15	399753.0	4112811.0	4389	37.15632667942698	-4.128969298946458
010-00228-01-00	2009-03-09	2021-03-15	400441.0	4118869.0	4389	37.21099745818427	-4.122029919383941
010-00049-02-00	2009-03-09	2021-03-15	438340.11	4101027.11	4389	37.053454328645785	-3.693475176772455
011-00047-05-00	2009-03-23	2021-03-18	771615.0	4079257.0	4378	36.82021915486246	0.045112288817577895
032-00016-00-00	2007-07-18	2019-07-10	453083.0	4148966.0	4375	37.48641119587641	-3.5306967499315265
029-00073-02-01	2009-03-11	2020-11-18	340531.0	4155996.0	4270	37.53717190586906	-4.804968058233241
017-00006-11-01	2009-03-11	2020-11-18	330839.0	4152607.0	4270	37.504914424635786	-4.913833346426109
015-00009-00-00	2006-03-13	2017-11-14	306572.0	4090953.0	4264	36.9447971666322	-5.172217719100332
109-00025-01-00	2009-03-11	2020-11-11	357209.0	4132606.0	4263	37.32915800996078	-4.6117424083002065
003-00579-01-00	2009-03-18	2020-11-17	432347.0	4140452.0	4262	37.408388664044395	-3.764452404504487
016-00398-01	2009-07-22	2021-03-22	520677.0	4247740.0	4261	38.37761447210804	-2.763272834338567
011-00181-00-00	2007-03-16	2018-11-12	389097.0	4175287.0	4259	37.718131595591245	-4.2583436985752
008-00693-01	2009-07-27	2021-03-23	527271.0	4234838.0	4257	38.26116135853831	-2.6882785426687037
014-00004-00-00	2006-03-20	2017-11-06	379708.0	4171013.0	4249	37.678434392559105	-4.364141907033176
012-00009-01	2009-07-27	2021-03-15	523869.0	4243646.0	4249	38.34063885504575	-2.726867236167927
020-00062-04-00	2009-03-23	2020-11-05	767368.0	4070669.0	4245	36.744115886191	-0.005453996216909291
020-00044-00-00	2006-04-07	2017-11-14	298088.0	4086340.0	4239	36.9014652427944	-5.266196921459717
035-00027-00-00	2006-04-07	2017-11-13	296372.0	4094011.0	4238	36.970191643731546	-5.287508079397886
017-00029-00-00	2006-04-10	2017-11-14	303801.0	4090143.0	4236	36.93692768413559	-5.2031054110890285
041-00084-00-00	2006-04-10	2017-11-13	297153.0	4088404.0	4235	36.919855994343386	-5.27723640916583
043-00008-00-00	2006-04-10	2017-11-13	295019.0	4091226.0	4235	36.94481285768639	-5.301940665813844
004-00055-00-00	2006-06-15	2017-11-13	299363.0	4091573.0	4169	36.94887382590108	-5.253284233728238
007-00086-00-00	2006-06-16	2017-11-14	298940.0	4085716.0	4169	36.89602648742258	-5.256475521591589
005-00409-00-00	2008-03-01	2019-07-23	399515.0	4120403.0	4161	37.224723068682266	-4.132670794860736
007-00911-00-00	2008-03-01	2019-07-23	404458.0	4125247.0	4161	37.26889912437624	-4.077583844879223
018-00195-00-00	2008-03-01	2019-07-23	390298.0	4107075.0	4161	37.10357101907129	-4.23458860746507
004-00449-00-00	2008-03-01	2019-07-23	394626.0	4121082.0	4161	37.23030250164401	-4.18786522810129
008-00352-00-00	2008-03-01	2019-07-23	403160.0	4124341.0	4161	37.260599754587716	-4.092103179316029
019-00104-00-00	2008-03-01	2019-07-23	391899.0	411378.0	4161	3.7212740348352304	-3.9734685124305438
014-00139-00-00	2008-03-01	2019-07-23	399560.0	4111443.0	4161	37.143976938050564	-4.130958814209932
011-00096-00-00	2008-03-01	2019-07-23	399168.0	4118907.0	4161	37.2112031699653	-4.136379207703355
002-00171-00-00	2008-03-01	2019-07-23	388593.0	4120216.0	4161	37.221796585653784	-4.255730398928451
023-00125-00-00	2006-06-23	2017-11-13	296250.0	4087315.0	4161	36.90985225635809	-5.287073445304098
037-00138-00-00	2006-06-27	2017-11-13	297528.0	4087315.0	4157	36.91012749626223	-5.27273831328628
010-00016-00-00	2006-03-06	2017-07-18	455318.0	4213752.0	4152	38.070430856005935	-3.50940805066355
001-00351-00-00	2008-03-18	2019-07-09	440985.0	4146511.0	4130	37.463590140006545	-3.667337607149727
006-00003-00-60	2008-04-09	2019-07-24	432286.0	4111700.0	4123	37.14923663530071	-3.762522806190404
018-00059-00-10	2008-04-09	2019-07-24	452765.0	4114479.0	4123	37.175545248596904	-3.5320967492410804
026-00042-00-18	2008-04-09	2019-07-24	432961.0	4131556.0	4123	37.32825296767823	-3.7567092541458957
